,angDist,col1,source_id,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,ruwe,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,pairdistance,sep_AU,Sigma18,R_chance_align,meanAV,minAV,maxAV,flag_ext,objid,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,flags_,flags_u,flags_g,flags_r,flags_i,flags_z,angular_distance_,source_id_xmatch_,original_ext_source_id_xmatch_,obj_id,g_mean_psf_mag,r_mean_psf_mag,i_mean_psf_mag,z_mean_psf_mag,y_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag_error,i_mean_psf_mag_error,z_mean_psf_mag_error,y_mean_psf_mag_error,g_flags_,r_flags_,i_flags_,z_flags_,y_flags,obj_info_flag,quality_flag,angular_distance_pstarr,source_id_xmatch_pstarr,original_ext_source_id_xmatch_pstarr,object_id,u_psf,v_psf,g_psf,r_psf,i_psf,z_psf,e_u_psf,e_v_psf,e_g_psf,e_r_psf,e_i_psf,e_z_psf,u_flags,v_flags,g_flags_smap,r_flags_smap,i_flags_smap,z_flags_smap,u_nimaflags,v_nimaflags,g_nimaflags,r_nimaflags,i_nimaflags,z_nimaflags,flags_smap,nimaflags,flags_psf,angular_distance,source_id_xmatch,original_ext_source_id_xmatch,wtd_par,e_wtd_par,ra_ext,dec_ext,ext,ext_min,ext_max,teff_H,logg_H,Teff,e_Teff_lower,e_Teff_upper,Logg,e_Logg_lower,e_Logg_upper,Mass,e_Mass_lower,e_Mass_upper,cool_age,e_cool_age_lower,e_cool_age_upper,Chi2,redone_fit,init_mass_error_lower,init_mass,init_mass_error_upper,mslife_error_lower,mslife,mslife_error_upper,tot_age_error_lower,tot_age,tot_age_error_upper,ifmr_flag,spectype,spec_source,model_used,ms_source_id,ms_bp_rp,ms_phot_g_mean_mag,ms_source_id.1,ms_ra,ms_dec,ms_source_id.2,ms_ra.1,ms_dec.1,_RAJ2000,_DEJ2000,ObsID,Target,PlanId,RAJ2000,DEJ2000,snru,snrg,snrr,snri,snrz,z.1,magType,mag1,mag2,mag3,mag4,mag5,mag6,mag7,Teff.1,logg,[Fe/H],RV
412,0.93269,2210,2107206716010609152,2016.0,284.12096396307265,0.3327186405658722,45.7999158443417,0.3170478045940399,2.8724325645006474,0.363442063331604,7.903412818908691,45.62540054321289,-33.82605977608745,0.4784274101257324,-30.61821132215172,0.3929721713066101,31.0,0.9559466242790222,False,306.0,188.26629551470083,0.8400290012359619,224.11880493164065,20.00043487548828,30.0,127.30284445894284,8.377409934997559,15.195966720581056,20.076446533203125,28.0,84.07805243231435,9.60220432281494,8.756119728088379,19.93618965148925,0.0,2.0,0.0,1.0,0.0,1.1227761507034302,0.1402568817138672,0.0760116577148437,0.0642452239990234,75.71479265776392,18.25455667061272,296.9084099311296,67.92438128579252,0.0044066970474401,5916.470951048089,1193.0254534168475,0.0017390147794732,0.0799999982118606,0.0799999982118606,0.0900000035762786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.629628412107306e+17,20.0023994445801,20.1065006256104,20.2306003570557,20.3934001922607,20.2238006591797,0.0202029999345541,0.0215179994702339,0.0123490002006292,0.0384970009326935,0.400121986865997,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.1390777,2.107206716010609e+18,1.629628412107306e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.657499648946929,0.0098913392096863,284.12096396307265,45.7999158443417,0.07386,0.06931,0.07884,10342.37,8.098998,10395.24926987422,387.56419213340814,434.0131532204814,8.009811950352447,0.0782084378442098,0.0751423798683621,0.6067971970146633,0.0462390785024912,0.0466420263347109,0.5787106543497751,0.0085736536299745,0.0088724330756468,0.9649518601753844,0,0.4746010824502973,1.279884475258048,1.155044365829709,4.031788686815825,4.869786509777716,19.33007953649504,4.031797802801208,5.448497164127491,19.33008157270148,1,0.0,0.0,H,2107206720308010624,0.938529,13.053746,2107206720308010624,284.11699009852373,45.803342809721165,2107206720308010624,284.11699009852373,45.803342809721165,284.11725,45.803528,238008105,J185628.14+454812.7,KP185111N464417V01,284.11725,45.803528,4.09,38.82,73.41,80.69,52.7,-0.0001828598,Kp,13.09,,,,,,,5439.1,4.485,0.028,-54.82
413,0.126069,2216,2109540635598902144,2016.0,276.33299880448936,0.0561532936990261,39.86086967786614,0.0678954422473907,4.677978602683362,0.0703317299485206,66.5130615234375,7.632894515991211,-0.3206036355132675,0.0748645737767219,7.626158500660082,0.0931863263249397,31.0,1.0735876560211182,False,352.0,1915.8565657997865,1.889507293701172,1013.945068359375,17.48145866394043,35.0,1501.9216349123235,14.993057250976562,100.17447662353516,17.39692497253418,36.0,672.2673235401531,11.03251838684082,60.93507385253906,17.679040908813477,0.0,1.0,0.0,0.0,0.0,1.1348390579223633,-0.2821159362792969,-0.08453369140625,-0.1975822448730468,67.76189669595264,21.709511169004653,280.77268003452525,63.06351948897403,0.1144748383690667,87797.44566825929,1058.380371561104,0.0737795830793381,0.0700000002980232,0.0599999986588954,0.0700000002980232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5583276333003363e+17,17.332799911499,17.6662998199463,17.9801998138428,18.2378005981445,18.451000213623,0.0040899999439716,0.0030050000641495,0.0027240000199526,0.0056639998219907,0.0324359983205795,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.015439926,2.109540635598902e+18,1.5583276333003363e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.677247383661579,0.0091200942853975,276.33299880448936,39.86086967786614,0.05735,0.05695,0.05776,22071.36,8.106519,21688.962780419817,917.4150759568474,936.512484917439,8.102851000091283,0.0514257208308652,0.0490479409503521,0.6869103305814913,0.0319410126194966,0.0311245082520996,0.0595658414752194,0.0037449609710359,0.0039673420112882,0.8206663972041488,0,0.372837232881249,2.833225218937732,0.2273238997262869,0.108371516937955,0.5411759116498828,0.2735941103246924,0.1084362043604812,0.6007417531251023,0.2736228736911343,0,DA,GaiaXP,H,2109528098591571712,0.9426851,12.146824,2109528098591571712,276.4738248430904,39.8232823541351,2109528098591571712,276.4738248430904,39.8232823541351,276.473816,39.823248,459705227,J182553.71+394923.6,HD183032N405832V01,276.473816,39.823248,14.51,105.1,222.17,271.92,203.82,-4.33967e-05,gri,12.74,12.09,11.88,,,,,5447.72,4.668,-0.002,-13.01
415,0.508821,2234,2116724500975907456,2016.0,280.7495930291717,0.0868284255266189,42.46644302397427,0.1059082821011543,8.147571334297997,0.1056800633668899,77.0965805053711,31.58691596984864,-31.52827883689208,0.1113670840859413,-1.92377835354408,0.1228331476449966,31.0,0.9862179756164552,False,419.0,784.6070939489287,1.092776894569397,717.9938354492188,18.45073699951172,42.0,491.3397179591476,7.843643188476562,62.64177322387695,18.610088348388672,46.0,398.9821617277876,9.300311088562012,42.89987182617188,18.245512008666992,0.0,0.0,0.0,1.0,0.0,1.134735941886902,0.3645763397216797,0.1593513488769531,0.2052249908447265,71.53295437014734,19.39214196421557,289.1433505767472,65.1929379227208,0.0090416996358416,4056.754009365167,1133.183194814295,0.0009014180795625,0.050000000745058,0.050000000745058,0.050000000745058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589628074967604e+17,18.5599002838135,18.5049991607666,18.5365009307861,18.5984992980957,18.6667995452881,0.0054959999397397,0.0049540000036358,0.0034499999601393,0.0102709997445345,0.0206589996814728,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.05714513,2.116724500975908e+18,1.589628074967604e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.987514805223326,0.0093841793994639,280.7495930291717,42.46644302397427,0.04179,0.04152,0.04206,8100.158,8.042559,8027.688879058061,133.85790484320478,140.9818499096864,7.998066223816302,0.0403227261345193,0.0423913308441399,0.5934919369332858,0.0241409680306242,0.0256974706315167,1.1024116801667587,0.0166076762991012,0.019259806758253,1.7908646824128314,0,0.2097390793277519,1.091415611931241,0.5279153382624111,6.131823470745047,8.38908127142689,9.428065145031256,6.131845961151658,9.49149295159365,9.42808481713596,1,DA,GaiaXP,H,2116724500975352320,1.0884867,11.618408,2116724500975352320,280.74199942674284,42.473540772035214,2116724500975352320,280.74199942674284,42.473540772035214,280.742191,42.473544,572005093,J184258.12+422824.7,HD184435N434959V01,280.742191,42.473544,14.76,134.96,221.42,228.94,172.66,-0.0001263541,gri,12.32,11.54,11.25,,,,,5028.52,4.79,-0.175,-37.88
420,0.748553,2261,2128967013197663104,2016.0,293.77160252236945,0.2394302189350128,48.68185058141795,0.2662329375743866,5.093114057974316,0.2609494924545288,19.517623901367188,40.67998123168945,-29.930515893447257,0.3332123458385467,-27.550409463535203,0.3363359868526459,31.0,1.0565524101257324,False,337.0,257.3105207347519,0.7996001243591309,321.79901123046875,19.661222457885746,34.0,146.0065863612844,4.98384952545166,29.29594612121582,19.927610397338867,33.0,150.91954966391089,6.382915019989014,23.6442985534668,19.3010311126709,0.0,0.0,0.0,0.0,0.0,1.153960347175598,0.6265792846679688,0.266387939453125,0.3601913452148437,81.14508891843798,13.369693801213824,316.155589047946,68.3455434062318,0.019725619672055,15047.479979031965,1463.9071665592533,0.0056289008336422,0.050000000745058,0.050000000745058,0.0599999986588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6641293771693894e+17,19.9596004486084,19.6800003051758,19.5627002716064,19.6051006317139,19.5244998931885,0.0128969997167587,0.0082679996266961,0.010236999951303,0.0217119995504618,0.0368449985980988,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.11199597,2.1289670131976632e+18,1.6641293771693894e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.696979887593834,0.0312144840911076,293.77160252236945,48.68185058141795,0.05821,0.05604,0.06062,6537.373,7.63185,6347.658422780931,112.54642895220968,115.64750070764512,7.350178779587738,0.0572159587117475,0.0544259640054125,0.2858620892276203,0.0189758548814034,0.0193273014680514,0.9506635310166724,0.019158418673678,0.0174502243265635,2.22110322485716,0,0.1648640736872586,-1.5813024393777533,0.1679174758301602,,,,,,999.0,11,DA,GaiaXP,H,2128967395452849536,1.62469,14.086561,2128967395452849536,293.7813261630135,48.70050265368278,2128967395452849536,293.7813261630135,48.70050265368278,293.78156,48.700642,588103157,J193507.57+484202.3,KP194045N483045V05,293.78156,48.700642,1.51,17.18,38.36,63.62,52.74,-1.61111e-05,Kp,14.09,,,,,,,4010.26,4.607,-0.357,-4.83
421,0.748553,2261,2128967013197663104,2016.0,293.77160252236945,0.2394302189350128,48.68185058141795,0.2662329375743866,5.093114057974316,0.2609494924545288,19.517623901367188,40.67998123168945,-29.930515893447257,0.3332123458385467,-27.550409463535203,0.3363359868526459,31.0,1.0565524101257324,False,337.0,257.3105207347519,0.7996001243591309,321.79901123046875,19.661222457885746,34.0,146.0065863612844,4.98384952545166,29.29594612121582,19.927610397338867,33.0,150.91954966391089,6.382915019989014,23.6442985534668,19.3010311126709,0.0,0.0,0.0,0.0,0.0,1.153960347175598,0.6265792846679688,0.266387939453125,0.3601913452148437,81.14508891843798,13.369693801213824,316.155589047946,68.3455434062318,0.019725619672055,15047.479979031965,1463.9071665592533,0.0056289008336422,0.050000000745058,0.050000000745058,0.0599999986588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6641293771693894e+17,19.9596004486084,19.6800003051758,19.5627002716064,19.6051006317139,19.5244998931885,0.0128969997167587,0.0082679996266961,0.010236999951303,0.0217119995504618,0.0368449985980988,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.11199597,2.1289670131976632e+18,1.6641293771693894e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.696979887593834,0.0312144840911076,293.77160252236945,48.68185058141795,0.05821,0.05604,0.06062,6537.373,7.63185,6347.658422780931,112.54642895220968,115.64750070764512,7.350178779587738,0.0572159587117475,0.0544259640054125,0.2858620892276203,0.0189758548814034,0.0193273014680514,0.9506635310166724,0.019158418673678,0.0174502243265635,2.22110322485716,0,0.1648640736872586,-1.5813024393777533,0.1679174758301602,,,,,,999.0,11,DA,GaiaXP,H,2128967395452849536,1.62469,14.086561,2128967395452849536,293.7813261630135,48.70050265368278,2128967395452849536,293.7813261630135,48.70050265368278,293.78156,48.700642,353807094,J193507.57+484202.3,KP192323N501616B01,293.78156,48.700642,3.24,43.53,95.58,126.16,97.32,-3.02876e-05,Kp,14.09,,,,,,,4034.0,4.624,-0.37,-9.08
427,0.892151,2286,213812577326847872,2016.0,82.0551754490495,0.1510463505983352,50.311284239742506,0.1336363404989242,3.390826687672764,0.1827720999717712,18.55221176147461,57.3294677734375,42.520653162624846,0.1805768460035324,-38.453371185856966,0.1361871212720871,31.0,1.0272873640060425,False,476.0,731.3814786001249,1.0647165775299072,686.9259643554688,18.527006149291992,55.0,521.0117902920363,6.336516380310059,82.22369384765625,18.546422958374023,54.0,338.47739040139174,7.647390842437744,44.26050567626953,18.424072265625,0.0,32.0,0.0,34.0,0.0,1.1751585006713867,0.1223506927490234,0.0194168090820312,0.1029338836669921,160.06864359327062,8.570268837298578,84.31311743473461,27.02872387770488,0.0035934949117762,3661.090887024529,1156.738126391895,4.372986305533944e-06,0.3000000119209289,0.270000010728836,0.3300000131130218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.683708205511142e+17,18.4295997619629,18.6366004943848,18.8397998809814,19.0060005187988,19.1301002502441,0.0047410000115633,0.0069949999451637,0.0114299999549985,0.0137790003791451,0.0411810018122196,115000.0,115000.0,16892216.0,16892216.0,16892216.0,436527104.0,52.0,0.11735079,2.1381257732684787e+17,1.683708205511142e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.499860594853023,0.0160957137300993,82.0551754490495,50.311284239742506,0.31977,0.29084,0.34858,12338.19,7.509453,13816.523254795,835.3913322262451,1008.2180382242676,7.6429871252641375,0.0802214722699226,0.0882902264071328,0.4285007815878535,0.035851314459603,0.0426706575424382,0.1482150954533096,0.0165587006709907,0.0164264182178143,2.8040784096110216,0,0.3114797085977674,-0.3420436004530522,0.3707268248691417,,,,,,999.0,11,DA,GaiaXP,H,213812650343273984,1.0265388,13.017644,213812650343273984,82.05338604273038,50.31469120839648,213812650343273984,82.05338604273038,50.31469120839648,82.0530983,50.3148575,263802124,J052812.74+501853.4,HD053330N523910V01,82.0530983,50.3148575,5.52,21.06,28.98,36.24,22.4,-0.0001920328,gri,13.59,12.98,12.72,,,,,5353.16,4.553,-0.543,-57.57
429,0.613914,2337,2152650596737376000,2016.0,270.9646844603295,0.098120592534542,59.34715268719992,0.1131166666746139,4.069146094396165,0.1019404903054237,39.91687774658203,38.99555587768555,-15.970861268436847,0.1342708617448806,35.57506067060614,0.1378413140773773,31.0,0.9930741786956788,False,300.0,952.9666078787338,1.55621075630188,612.3634643554688,18.23967170715332,33.0,693.4989576281156,14.156792640686035,48.98701095581055,18.23592758178711,32.0,356.0017229101018,6.677169322967529,53.31626510620117,18.369264602661133,0.0,14.0,0.0,13.0,0.0,1.101298451423645,-0.1333370208740234,-0.0037441253662109,-0.1295928955078125,88.12853557777098,29.064530878029483,273.9126905660345,82.77332905667289,0.0108175730195124,9542.103674976266,754.3944302555839,0.000296599155182,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7921270964764723e+17,18.1446990966797,18.3994007110596,18.6443996429443,18.8080005645752,19.1509990692139,0.0134450001642108,0.004664999898523,0.0046780002303421,0.0266849994659424,0.0436839982867241,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.022547046,2.152650596737376e+18,1.7921270964764723e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.069962989004436,0.0091508491981652,270.9646844603295,59.34715268719992,0.04768,0.04714,0.04823,16173.73,8.034517,14807.33834127782,639.8933336511,698.6565758672259,7.961169417830755,0.0539469619967478,0.0535027878492648,0.5899012446296508,0.031402942273875,0.0321524832924278,0.1979394917035087,0.0111986028054877,0.0109831503819724,3.4467456830569083,0,0.2728318181917901,1.0602193277988772,0.6716525512446123,7.437198053679262,9.28974622440619,16.900239788199148,7.437206484854069,9.4876857161097,16.90024335707098,1,DA,GaiaXP,H,2152557520501678976,0.95674133,12.365279,2152557520501678976,270.9454650890194,59.34257096184818,2152557520501678976,270.9454650890194,59.34257096184818,270.945581,59.342411,456611219,J180346.93+592032.6,HD180114N565803V01,270.945581,59.342411,11.36,62.23,106.74,80.28,67.92,-0.0001594436,gri,12.86,12.32,12.12,,,,,5389.03,4.58,0.093,-47.8
430,0.16071,2415,218543402201391872,2016.0,59.14752010238706,0.4593032598495483,33.79932747908558,0.2974817752838135,2.823769723685224,0.5347325205802917,5.28071403503418,27.98287773132324,27.82234195393058,0.6773537397384644,-2.9931161993437927,0.51613450050354,31.0,0.992213010787964,False,367.0,204.79532214841387,0.7670640349388123,266.9859619140625,19.909067153930664,38.0,124.2577480106805,6.13809871673584,20.24368667602539,20.102733612060547,39.0,103.8171896639322,6.360373497009277,16.322498321533203,19.70722198486328,0.0,0.0,0.0,0.0,0.0,1.1136726140975952,0.3955116271972656,0.1936664581298828,0.2018451690673828,161.36545174318718,-14.9165320777181,64.05305762907555,13.09751245399027,0.00685097359316,7182.441072171133,983.5775483079132,0.0033611851162609,0.4900000095367431,0.4099999964237213,0.5099999904632568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.485505914749198e+17,20.0090999603271,19.9596996307373,20.0923004150391,20.1194000244141,19.980899810791,0.0093080000951886,0.0139030003920197,0.0117060001939535,0.0256890002638102,0.0937580019235611,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.059697628,2.1854340220139187e+17,1.485505914749198e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.387668912995956,0.033681071727716,59.147520102387055,33.79932747908558,0.63931,0.56665,0.66932,9749.127,7.662291,10925.997968869546,640.9261261119118,823.3180800832215,8.08438619156691,0.1065434959498636,0.1070027982617389,0.6531590924456367,0.0652706831915609,0.0688036924320069,0.5614600811379239,0.0237065760774475,0.0171373134240596,2.549391614897391,0,1.3875361429651467,2.430267761158681,0.65570495649597,0.4197585989774897,0.8427280381348368,9.015657744029118,0.4204275004859468,1.4041881192727603,9.015674031650857,0,0.0,0.0,H,218543367841652096,1.8732042,15.258698,218543367841652096,59.15555427031595,33.797790672762126,218543367841652096,59.15555427031595,33.797790672762126,59.155503,33.797804,211916095,J035637.32+334752.0,GAC061N32B1,59.155503,33.797804,0.29,13.44,38.87,72.66,60.39,6.4578e-05,ugrizjh,,16.77,15.37,14.72,,,,3920.09,4.568,-0.37,19.36
431,0.263627,2577,226433630783188736,2016.0,60.22171105149746,0.2940148711204529,38.25520914404096,0.198914960026741,3.6772920732444985,0.3490183651447296,10.53609848022461,16.787349700927734,-0.8192732100790021,0.3766873180866241,16.767347147581816,0.2944916486740112,31.0,1.0039139986038208,False,365.0,330.33642197420573,0.8320283889770508,397.0254211425781,19.389976501464844,39.0,210.6004500216916,10.073538780212402,20.90630340576172,19.52989387512207,36.0,159.52611001093618,8.032414436340332,19.860294342041016,19.240816116333008,0.0,0.0,0.0,0.0,0.0,1.1204533576965332,0.2890777587890625,0.1399173736572265,0.1491603851318359,158.98390397458465,-11.01463579941604,65.89440838741558,17.275121715910505,0.0035092961854056,3345.8604002543443,886.8113429080408,0.0017542379342934,0.3199999928474426,0.2000000029802322,0.6600000262260437,0.0,1.2376610622622925e+18,18.8487,27.6144,28.17202,26.92338,19.53533,0.111378,1.144299,0.6134999,1.274058,0.6098133,457465827037456.0,275147296784.0,9007199667257648.0,1.351079929463224e+16,9007199667261744.0,141012769345552.0,0.22186273,2.264336307831888e+17,1.2376610622622925e+18,1.539006022168668e+17,19.385799407959,19.338399887085,19.4081993103027,19.5503005981445,19.445499420166,0.0296560004353523,0.0291750002652407,0.0313979983329773,0.0276330001652241,0.129910007119179,115000.0,115000.0,16892216.0,115000.0,16892216.0,436527104.0,52.0,0.053189192,2.264336307831888e+17,1.539006022168668e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.735010749349872,0.0226473516574865,60.221711051497465,38.25520914404096,0.44581,0.37734,0.55529,10072.23,7.85448,10007.344149214685,549.1789836049629,666.8164270751913,7.753355605621882,0.124995690194285,0.1296841973372284,0.4663470484925845,0.0599459140316131,0.0692324158419647,0.462834089871414,0.012965648873907,0.0127422608486055,1.736168209660458,0,0.5208159342451182,-0.0132315508897942,0.6014979656122037,,,,,,999.0,11,0.0,0.0,H,226433635080828160,0.755867,11.106674,226433635080828160,60.21979820526308,38.25838073753224,226433635080828160,60.21979820526308,38.25838073753224,60.219809,38.258308,87708165,J040052.75+381529.9,VB059N38V1,60.219809,38.258308,49.05,173.7,236.93,247.97,191.33,5.99415e-05,ugrijhk,,,,,10.13,9.91,9.84,6521.23,4.218,-0.46,17.97
432,0.047676,2607,227357877680548096,2016.0,62.17485934531344,0.3666414618492126,41.21384890633132,0.1734587699174881,6.541447036983277,0.4176089167594909,15.664051055908203,10.035371780395508,-10.034334136681087,0.4699064791202545,0.1443030504962177,0.3072947263717651,31.0,1.0584537982940674,False,518.0,326.4835041019713,0.7885128855705261,414.0496826171875,19.40271377563477,58.0,220.47951176301208,8.49002742767334,25.96923446655273,19.480121612548828,58.0,216.0711658964332,9.041433334350586,23.89788818359375,18.91140365600586,0.0,5.0,0.0,2.0,0.0,1.3371293544769287,0.5687179565429688,0.0774078369140625,0.4913101196289062,158.0871007346152,-7.816916184031137,68.07707347662213,19.868997272459644,0.0028239646678497,1603.2271650671169,1059.971920992023,0.0001198305306691,0.1299999952316284,0.1099999994039535,0.1400000005960464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.574506217483273e+17,19.4787006378174,19.2346992492676,19.2299995422363,19.2569999694824,18.778299331665,0.0055069997906684,0.0234650000929832,0.0184390004724264,0.0255520008504391,0.0466159991919994,16892216.0,16892216.0,16892216.0,115000.0,16892216.0,436527104.0,52.0,0.022381432,2.273578776805481e+17,1.574506217483273e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.301526918863834,0.0356641469729614,62.17485934531343,41.21384890633132,0.17033,0.13705,0.20699,6952.642,7.940405,7006.609008133476,197.3260118309663,210.7120297419752,7.8077863641206,0.0763600818442356,0.0774839290983289,0.4838123973173814,0.0393735331375331,0.0422878736204843,1.211874108229897,0.0273526909731429,0.0317426157302216,3.3704456576494835,1,0.3420810872070646,0.1385090991953214,0.3674011609077695,2042.25153374545,2135.4672143930343,,2042.2515339286224,2136.679088501264,999.0,11,DA:,GaiaXP,H,227357877684857088,0.9715767,11.421002,227357877684857088,62.17533830352078,41.21664979308601,227357877684857088,62.17533830352078,41.21664979308601,62.175337,41.216663,190110034,J040842.08+411259.9,GAC064N42V1,62.175337,41.216663,42.78,156.19,271.49,197.17,179.67,-0.0002536088,ugrijhk,,,,,10.15,9.8,9.72,5411.27,4.565,0.009,-76.03
