,angDist,col1,source_id,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,ruwe,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,pairdistance,sep_AU,Sigma18,R_chance_align,meanAV,minAV,maxAV,flag_ext,objid,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,flags_,flags_u,flags_g,flags_r,flags_i,flags_z,angular_distance_,source_id_xmatch_,original_ext_source_id_xmatch_,obj_id,g_mean_psf_mag,r_mean_psf_mag,i_mean_psf_mag,z_mean_psf_mag,y_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag_error,i_mean_psf_mag_error,z_mean_psf_mag_error,y_mean_psf_mag_error,g_flags_,r_flags_,i_flags_,z_flags_,y_flags,obj_info_flag,quality_flag,angular_distance_pstarr,source_id_xmatch_pstarr,original_ext_source_id_xmatch_pstarr,object_id,u_psf,v_psf,g_psf,r_psf,i_psf,z_psf,e_u_psf,e_v_psf,e_g_psf,e_r_psf,e_i_psf,e_z_psf,u_flags,v_flags,g_flags_smap,r_flags_smap,i_flags_smap,z_flags_smap,u_nimaflags,v_nimaflags,g_nimaflags,r_nimaflags,i_nimaflags,z_nimaflags,flags_smap,nimaflags,flags_psf,angular_distance,source_id_xmatch,original_ext_source_id_xmatch,wtd_par,e_wtd_par,ra_ext,dec_ext,ext,ext_min,ext_max,teff_H,logg_H,Teff,e_Teff_lower,e_Teff_upper,Logg,e_Logg_lower,e_Logg_upper,Mass,e_Mass_lower,e_Mass_upper,cool_age,e_cool_age_lower,e_cool_age_upper,Chi2,redone_fit,init_mass_error_lower,init_mass,init_mass_error_upper,mslife_error_lower,mslife,mslife_error_upper,tot_age_error_lower,tot_age,tot_age_error_upper,ifmr_flag,spectype,spec_source,model_used,ms_source_id,ms_bp_rp,ms_phot_g_mean_mag,ms_source_id.1,ms_ra,ms_dec,ms_source_id.2,ms_ra.1,ms_dec.1,_RAJ2000,_DEJ2000,ObsID,Target,PlanId,RAJ2000,DEJ2000,snru,snrg,snrr,snri,snrz,z.1,magType,mag1,mag2,mag3,mag4,mag5,mag6,mag7,Teff.1,logg,[Fe/H],RV
194,1.125238,11092,758934636897714816,2016.0,171.17904237372633,0.1938907504081726,33.39019288029751,0.228854089975357,3.635038304513516,0.3637996017932892,9.991869926452637,69.86448669433594,-66.841487229439,0.2500803172588348,-20.328858518208204,0.2596209347248077,31.0,0.9691425561904908,False,193.0,489.6418577142526,1.4541836977005005,336.7125244140625,18.962671279907227,21.0,324.4716184742997,9.394691467285156,34.53776168823242,19.06060028076172,18.0,244.1841056861834,14.912238121032717,16.374746322631836,18.778602600097656,0.0,2.0,0.0,1.0,0.0,1.1613707542419434,0.2819976806640625,0.0979290008544921,0.1840686798095703,189.1376679367992,70.2993331857111,157.81911868071035,27.00031501591504,0.0063169592031124,5513.816853860165,334.543690379164,0.0007453915633465,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0,1.2376651274651566e+18,19.51565,19.10268,19.07555,19.09558,19.2763,0.02956221,0.009828461,0.01201268,0.01518183,0.05074497,35253360132624.0,275146473488.0,268468240.0,4503599895937040.0,268468752.0,275146342416.0,0.07299265,7.58934636897715e+17,1.2376651274651566e+18,1.4806171179234886e+17,19.0604991912842,19.0245990753174,19.0725002288818,19.1858005523682,19.1797008514404,0.0120339998975396,0.004507000092417,0.0072679999284446,0.0161129999905825,0.0246959999203682,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.12840988,7.58934636897715e+17,1.4806171179234886e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.094275066587128,0.0173529489805018,171.17904237372633,33.39019288029751,0.03857,0.03662,0.04083,8704.565,7.391586,8471.516039595503,130.3321330555791,130.27109980784553,7.443066965035734,0.0415105656617624,0.041183809052204,0.3284098845955735,0.0151696082346877,0.0157451777772909,0.5085946524212028,0.0048664398377544,0.0049374626146722,3.8327982809041097,0,0.1317950324473304,-1.2116430530358495,0.1367956366402341,,,,,,999.0,11,0.0,0.0,H,758933880983362048,0.9062824,12.061598,758933880983362048,171.18462472110016,33.3859292460322,758933880983362048,171.18462472110016,33.3859292460322,171.1849858,33.3860117,314004023,J112444.39+332309.6,HD112712N330727V0101,171.1849858,33.3860117,43.47,178.75,277.66,229.37,188.01,3.37567e-05,gri,12.58,12.02,11.81,,,,,5491.68,4.489,0.125,10.12
195,1.126104,11092,758934636897714816,2016.0,171.17904237372633,0.1938907504081726,33.39019288029751,0.228854089975357,3.635038304513516,0.3637996017932892,9.991869926452637,69.86448669433594,-66.841487229439,0.2500803172588348,-20.328858518208204,0.2596209347248077,31.0,0.9691425561904908,False,193.0,489.6418577142526,1.4541836977005005,336.7125244140625,18.962671279907227,21.0,324.4716184742997,9.394691467285156,34.53776168823242,19.06060028076172,18.0,244.1841056861834,14.912238121032717,16.374746322631836,18.778602600097656,0.0,2.0,0.0,1.0,0.0,1.1613707542419434,0.2819976806640625,0.0979290008544921,0.1840686798095703,189.1376679367992,70.2993331857111,157.81911868071035,27.00031501591504,0.0063169592031124,5513.816853860165,334.543690379164,0.0007453915633465,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0,1.2376651274651566e+18,19.51565,19.10268,19.07555,19.09558,19.2763,0.02956221,0.009828461,0.01201268,0.01518183,0.05074497,35253360132624.0,275146473488.0,268468240.0,4503599895937040.0,268468752.0,275146342416.0,0.07299265,7.58934636897715e+17,1.2376651274651566e+18,1.4806171179234886e+17,19.0604991912842,19.0245990753174,19.0725002288818,19.1858005523682,19.1797008514404,0.0120339998975396,0.004507000092417,0.0072679999284446,0.0161129999905825,0.0246959999203682,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.12840988,7.58934636897715e+17,1.4806171179234886e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.094275066587128,0.0173529489805018,171.17904237372633,33.39019288029751,0.03857,0.03662,0.04083,8704.565,7.391586,8471.516039595503,130.3321330555791,130.27109980784553,7.443066965035734,0.0415105656617624,0.041183809052204,0.3284098845955735,0.0151696082346877,0.0157451777772909,0.5085946524212028,0.0048664398377544,0.0049374626146722,3.8327982809041097,0,0.1317950324473304,-1.2116430530358495,0.1367956366402341,,,,,,999.0,11,0.0,0.0,H,758933880983362048,0.9062824,12.061598,758933880983362048,171.18462472110016,33.3859292460322,758933880983362048,171.18462472110016,33.3859292460322,171.184986,33.386012,136904023,J112444.39+332309.6,HD112712N330727B01,171.184986,33.386012,17.54,81.13,136.81,168.74,137.2,2.87866e-05,gribvjh,12.58,12.02,11.81,13.01,12.22,10.92,10.58,5516.12,4.5,0.142,8.63
196,0.241471,11096,760742440172273024,2016.0,172.51241648035167,0.1602280139923095,37.18180236819431,0.1639438569545745,1.7707731373654405,0.2047593146562576,8.6480712890625,16.062419891357422,-15.516776064605994,0.1704355031251907,-4.151020380594839,0.1941332817077636,31.0,1.1488667726516724,False,197.0,823.5116396705207,1.8819211721420288,437.5909423828125,18.398193359375,20.0,630.1110013357779,10.035041809082031,62.79106903076172,18.34000015258789,19.0,312.6787383675103,16.62668800354004,18.80583381652832,18.510149002075195,0.0,1.0,0.0,0.0,0.0,1.1448408365249634,-0.1701488494873047,-0.0581932067871093,-0.1119556427001953,177.48174953695707,70.11908367096633,156.9788117722497,30.875805787145165,0.0160048289512232,33808.12905640718,325.6310135660179,0.0596106228491236,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0,1.2376648192838203e+18,18.24497,18.22209,18.58457,18.84057,19.0666,0.01519713,0.006305836,0.008753382,0.01240408,0.04887022,68987912704.0,268468224.0,268468224.0,4503599895838720.0,268468224.0,402686464.0,0.10241818,7.607424401722729e+17,1.2376648192838203e+18,1.526117251244788e+17,18.2710990905762,18.5750007629395,18.8815994262695,19.1107006072998,19.203800201416,0.0165669992566109,0.0073620001785457,0.0062580001540482,0.0084009999409318,0.033806998282671,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.063298345,7.607424401722729e+17,1.526117251244788e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.667432788289306,0.0162006795560661,172.51241648035167,37.18180236819431,0.04833,0.04833,0.04833,16035.67,7.003948,19494.682682803847,574.2790382286184,604.4707778506199,7.097738296090098,0.0399720517211994,0.040744405560563,0.2792809145374878,0.0116518856527625,0.0123210169562957,0.0024858735717418,0.0005209008536401,0.0006548446817451,4.202801247521633,0,0.1012327163576238,-1.638480325477949,0.1070461942336726,,,,,,999.0,11,DA,MWDD,H,760742650625426176,0.81116295,13.332198,760742650625426176,172.49771593841612,37.192710975293785,760742650625426176,172.49771593841612,37.192710975293785,172.497798,37.192726,209503201,J112959.47+371133.8,HD113356N364856V01,172.497798,37.192726,5.86,16.54,17.24,16.91,14.06,1.82793e-05,gri,13.79,13.29,13.17,,,,,5723.64,4.132,-0.279,5.48
197,1.186808,11098,763197172895543168,2016.0,165.48588642474166,0.2349829077720642,37.600997478934616,0.2286348789930343,11.195220222600158,0.3168289363384247,35.33522033691406,75.1878662109375,14.478675398903386,0.3618156909942627,-73.78064033362381,0.2907708287239074,31.0,0.9924566149711608,False,330.0,286.89826071397243,0.8557605743408203,335.2552795410156,19.543046951293945,32.0,140.16571319426404,9.096138954162598,15.409363746643066,19.97193717956543,31.0,195.8859229726272,8.512713432312012,23.010984420776367,19.01788711547852,0.0,1.0,0.0,2.0,0.0,1.1713268756866455,0.954050064086914,0.4288902282714844,0.5251598358154297,181.54787029795537,64.74091171167045,151.01541994322585,28.73946250477417,0.0290673282449454,9455.903883541354,353.32397366400767,6.234163461780208e-05,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0,1.2376622240607764e+18,21.27008,20.09146,19.4938,19.24581,19.30965,0.1216126,0.01992611,0.01711035,0.01716181,0.05268773,68987912192.0,275146375168.0,275146375168.0,4503874773745664.0,275146375168.0,275146375168.0,0.099908315,7.63197172895543e+17,1.2376622240607764e+18,1.5312165485873184e+17,20.0086994171143,19.5021991729736,19.3080005645752,19.2297992706299,19.2208995819092,0.0163589995354414,0.0257789995521307,0.0054930001497268,0.0110630001872778,0.028829000890255,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.14485109,7.63197172895543e+17,1.5312165485873184e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.03385135887763,0.0159442392777926,165.48588642474166,37.600997478934616,0.01986,0.01959,0.02015,5490.272,8.252961,5368.148062077282,64.41777674492738,64.41777674492738,8.143984987784535,0.038,0.038,0.6731406025185637,0.0279099189595309,0.0219643708009966,5.384587549008593,0.0914380108155397,0.0839074277446023,3.5742677304193795,0,0.4121148518370083,2.709892919861624,0.1775655402281204,0.104507786739897,0.618059429374913,0.3668903402943662,0.1388624762532145,6.002646978383506,0.3763628279094941,0,DA:,GaiaXP,H,763197104176641408,1.4415073,11.672632,763197104176641408,165.52076443680414,37.61002039561249,763197104176641408,165.52076443680414,37.61002039561249,165.5206758,37.6103425,279913173,J110204.96+373637.2,HD105444N364531V01,165.5206758,37.6103425,6.72,135.37,258.65,334.7,285.68,-0.0002054755,gri,12.68,11.61,11.18,,,,,4246.31,4.654,-0.133,-61.6
198,1.186808,11098,763197172895543168,2016.0,165.48588642474166,0.2349829077720642,37.600997478934616,0.2286348789930343,11.195220222600158,0.3168289363384247,35.33522033691406,75.1878662109375,14.478675398903386,0.3618156909942627,-73.78064033362381,0.2907708287239074,31.0,0.9924566149711608,False,330.0,286.89826071397243,0.8557605743408203,335.2552795410156,19.543046951293945,32.0,140.16571319426404,9.096138954162598,15.409363746643066,19.97193717956543,31.0,195.8859229726272,8.512713432312012,23.010984420776367,19.01788711547852,0.0,1.0,0.0,2.0,0.0,1.1713268756866455,0.954050064086914,0.4288902282714844,0.5251598358154297,181.54787029795537,64.74091171167045,151.01541994322585,28.73946250477417,0.0290673282449454,9455.903883541354,353.32397366400767,6.234163461780208e-05,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0,1.2376622240607764e+18,21.27008,20.09146,19.4938,19.24581,19.30965,0.1216126,0.01992611,0.01711035,0.01716181,0.05268773,68987912192.0,275146375168.0,275146375168.0,4503874773745664.0,275146375168.0,275146375168.0,0.099908315,7.63197172895543e+17,1.2376622240607764e+18,1.5312165485873184e+17,20.0086994171143,19.5021991729736,19.3080005645752,19.2297992706299,19.2208995819092,0.0163589995354414,0.0257789995521307,0.0054930001497268,0.0110630001872778,0.028829000890255,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.14485109,7.63197172895543e+17,1.5312165485873184e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11.03385135887763,0.0159442392777926,165.48588642474166,37.600997478934616,0.01986,0.01959,0.02015,5490.272,8.252961,5368.148062077282,64.41777674492738,64.41777674492738,8.143984987784535,0.038,0.038,0.6731406025185637,0.0279099189595309,0.0219643708009966,5.384587549008593,0.0914380108155397,0.0839074277446023,3.5742677304193795,0,0.4121148518370083,2.709892919861624,0.1775655402281204,0.104507786739897,0.618059429374913,0.3668903402943662,0.1388624762532145,6.002646978383506,0.3763628279094941,0,DA:,GaiaXP,H,763197104176641408,1.4415073,11.672632,763197104176641408,165.52076443680414,37.61002039561249,763197104176641408,165.52076443680414,37.61002039561249,165.5206758,37.6103425,553813173,J110204.96+373637.2,HD105444N364531V02,165.5206758,37.6103425,0.25,57.23,163.23,115.14,110.43,-0.000212914,gri,12.68,11.61,11.18,,,,,4235.12,4.798,0.06,-63.83
199,0.191919,887,1448661545176580096,2016.0,205.1375783034445,0.3936845660209656,27.28101347802008,0.2571735382080078,5.546875179851639,0.4530215859413147,12.244174003601074,6.921896934509277,4.269427436596864,0.5558613538742065,-5.4483620716874,0.3159282803535461,31.0,1.0613963603973389,False,566.0,179.45642173760646,0.6204413771629333,289.23992919921875,20.05246925354004,61.0,113.76403591704988,5.415657997131348,21.00650215148925,20.198530197143555,57.0,108.25554782649256,6.731398105621338,16.082178115844727,19.66176986694336,0.0,0.0,0.0,1.0,0.0,1.2371782064437866,0.5367603302001953,0.1460609436035156,0.3906993865966797,36.54544903594076,79.08343129760227,191.5252768425352,34.79979615892308,0.0027647738184741,2196.622423487064,302.3943918746011,0.0013185101631034,0.0399999991059303,0.0299999993294477,0.0399999991059303,0.0,1.237667444589527e+18,20.75181,20.33268,20.04935,19.95921,20.23034,0.06939759,0.02048751,0.02070895,0.03006773,0.1249823,35253360132624.0,275146375184.0,275146375184.0,4503874773746192.0,275146506768.0,275146375184.0,0.15768176,1.44866154517658e+18,1.237667444589527e+18,1.4073205137539776e+17,20.1606006622314,19.9454002380371,19.9407997131348,19.9666004180908,19.4801998138428,0.0238380003720522,0.0095109995454549,0.0213259998708963,0.040013000369072,0.10809600353241,115000.0,115000.0,16892216.0,16892216.0,16892216.0,444915712.0,53.0,0.0071516805,1.44866154517658e+18,1.4073205137539776e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.496767616960811,0.0233687468287144,205.1375783034445,27.28101347802008,0.03521,0.03373,0.03687,7055.454,8.235846,6870.231323167784,122.97964686313026,128.79367844750868,7.79565529478802,0.0530376324154815,0.0520927163235729,0.4769526434433159,0.027230790637787,0.0281588922030538,1.2521005957242142,0.0236152561843692,0.02530460315261,4.429685996872108,1,0.2365837587991923,0.0789108900374977,0.2446471955087217,,,,,,999.0,11,0.0,0.0,H,1448658594534815360,1.5817919,13.590559,1448658594534815360,205.1406852810403,27.280876683294306,1448658594534815360,205.1406852810403,27.280876683294306,205.1406272,27.28089,205313191,J134033.75+271651.2,HD133100N262324V,205.1406272,27.28089,3.19,55.51,128.44,162.33,128.79,0.0001320914,gri,14.74,13.56,13.62,,,,,4136.29,4.76,-0.69,39.6
200,0.64084,889,1449461306742292608,2016.0,200.95954220103303,0.1760919988155365,27.46223821824484,0.1123229041695594,2.933034324633258,0.212312251329422,13.814720153808594,41.41320037841797,26.46822582385385,0.2476539760828018,-31.85099754181409,0.1459463387727737,31.0,1.0750715732574463,False,368.0,753.6270129596944,1.1738975048065186,641.987060546875,18.49447631835937,37.0,568.152793723966,9.953749656677246,57.07927322387695,18.45237922668457,37.0,293.91647773362337,10.87435817718506,27.028398513793945,18.577335357666016,0.0,0.0,0.0,1.0,0.0,1.143893837928772,-0.1249561309814453,-0.0420970916748046,-0.0828590393066406,37.44376345453778,82.79537203805201,187.4103332373109,33.32340858913992,0.0035085446132181,4392.462961728151,317.9915762976069,0.0005992444802562,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0,1.2376673243369308e+18,18.28208,18.30235,18.66224,18.90741,19.23952,0.01435259,0.006609709,0.008981137,0.01296653,0.04962552,35253393686544.0,301989904.0,301989904.0,4503599929360400.0,301989904.0,275179896848.0,0.062395297,1.4494613067422925e+18,1.2376673243369308e+18,1.4095200959493533e+17,18.3561000823975,18.6637992858887,18.945499420166,19.1984004974365,19.2626991271973,0.0082940002903342,0.0075650000944733,0.007052999921143,0.0119369998574257,0.0334430001676083,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.015161624,1.4494613067422925e+18,1.4095200959493533e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8391714948362226,0.0152655941489384,200.95954220103303,27.46223821824484,0.04858,0.04695,0.05042,14919.61,7.642709,17119.598101951015,716.2718894203936,836.8217517573357,7.830282633041028,0.06726016484017,0.0692342394192362,0.5019865457857164,0.0350391743089442,0.036986740851382,0.0908217204864504,0.0054414093170981,0.0057895310186326,3.21669709614068,0,0.3044237559421741,0.2964078695544441,0.3213444035741274,325.46427723526426,383.7856382888163,,325.4642772807515,383.8764600093028,999.0,11,DB,MWDD,He,1449461306742292480,1.0107021,13.249003,1449461306742292480,200.9620372681321,27.45951638703176,1449461306742292480,200.9620372681321,27.45951638703176,200.961906,27.459651,447616083,J132350.85+272734.7,HD133100N262324V02,200.961906,27.459651,7.6,59.89,98.39,69.89,58.01,-8.8061e-06,gri,13.86,13.21,12.99,,,,,5211.19,4.563,0.111,-2.64
201,0.64084,889,1449461306742292608,2016.0,200.95954220103303,0.1760919988155365,27.46223821824484,0.1123229041695594,2.933034324633258,0.212312251329422,13.814720153808594,41.41320037841797,26.46822582385385,0.2476539760828018,-31.85099754181409,0.1459463387727737,31.0,1.0750715732574463,False,368.0,753.6270129596944,1.1738975048065186,641.987060546875,18.49447631835937,37.0,568.152793723966,9.953749656677246,57.07927322387695,18.45237922668457,37.0,293.91647773362337,10.87435817718506,27.028398513793945,18.577335357666016,0.0,0.0,0.0,1.0,0.0,1.143893837928772,-0.1249561309814453,-0.0420970916748046,-0.0828590393066406,37.44376345453778,82.79537203805201,187.4103332373109,33.32340858913992,0.0035085446132181,4392.462961728151,317.9915762976069,0.0005992444802562,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0,1.2376673243369308e+18,18.28208,18.30235,18.66224,18.90741,19.23952,0.01435259,0.006609709,0.008981137,0.01296653,0.04962552,35253393686544.0,301989904.0,301989904.0,4503599929360400.0,301989904.0,275179896848.0,0.062395297,1.4494613067422925e+18,1.2376673243369308e+18,1.4095200959493533e+17,18.3561000823975,18.6637992858887,18.945499420166,19.1984004974365,19.2626991271973,0.0082940002903342,0.0075650000944733,0.007052999921143,0.0119369998574257,0.0334430001676083,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.015161624,1.4494613067422925e+18,1.4095200959493533e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8391714948362226,0.0152655941489384,200.95954220103303,27.46223821824484,0.04858,0.04695,0.05042,14919.61,7.642709,17119.598101951015,716.2718894203936,836.8217517573357,7.830282633041028,0.06726016484017,0.0692342394192362,0.5019865457857164,0.0350391743089442,0.036986740851382,0.0908217204864504,0.0054414093170981,0.0057895310186326,3.21669709614068,0,0.3044237559421741,0.2964078695544441,0.3213444035741274,325.46427723526426,383.7856382888163,,325.4642772807515,383.8764600093028,999.0,11,DB,MWDD,He,1449461306742292480,1.0107021,13.249003,1449461306742292480,200.9620372681321,27.45951638703176,1449461306742292480,200.9620372681321,27.45951638703176,200.961906,27.459651,205316083,J132350.85+272734.7,HD133100N262324V,200.961906,27.459651,11.0,85.9,128.32,156.03,110.32,2.6018e-06,gri,13.86,13.21,12.99,,,,,5245.41,4.616,0.117,0.78
204,0.778757,892,1450701860800499712,2016.0,208.24461352680328,0.1523611396551132,26.98154461917958,0.1389790922403335,6.457993454338989,0.242760494351387,26.602325439453125,50.694820404052734,21.081895498902107,0.2482033520936966,-46.10334546905429,0.1805468201637268,31.0,0.9477139115333556,False,524.0,460.8489497412917,0.8296700119972229,555.4605102539062,19.028470993041992,53.0,304.86150446893765,5.421660900115967,56.23027801513672,19.128286361694336,55.0,229.7165753309203,7.450743198394775,30.83136367797852,18.84491539001465,0.0,0.0,0.0,2.0,0.0,1.1599854230880735,0.2833709716796875,0.0998153686523437,0.1835556030273437,35.837834308446766,76.3062285237598,194.73415908437232,35.73364206226736,0.002710780027573,1544.9710555421316,327.54087288312064,3.2985005096126216e-06,0.0299999993294477,0.0299999993294477,0.0399999991059303,0.0,1.2376654275581706e+18,19.36104,19.11086,19.07467,19.09073,19.2358,0.02709135,0.01173459,0.0158606,0.01701994,0.07088639,35253360398864.0,275146510352.0,268603408.0,4503599895969808.0,268866064.0,275280728080.0,0.040789347,1.4507018608004997e+18,1.2376654275581706e+18,1.4037208244567856e+17,19.0863990783691,19.0555000305176,19.1179008483887,19.2371006011963,19.3757991790771,0.0093219997361302,0.0114789996296167,0.0086629996076226,0.0159079991281033,0.0487370006740093,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.12186241,1.4507018608004997e+18,1.4037208244567856e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.279848115060013,0.02077258483916,208.24461352680328,26.98154461917958,0.03305,0.03239,0.03375,8720.932,8.2706,8656.849897693472,146.71401136902932,147.20823546981228,8.188033607968038,0.0385345368350158,0.038,0.6949405691793866,0.0275271594808262,0.0231832033356368,1.2404520658356266,0.0186153926228156,0.0198851206300541,2.257742494355473,0,0.2474022975734606,2.886370411511493,0.1747543296860696,0.0815241327249055,0.5141058515664461,0.1498976339126593,0.0836224674298097,1.754557917402073,0.1512108417908102,0,DQ,MWDD,He,1450701865096087296,1.7733307,13.826117,1450701865096087296,208.24247536041176,26.98347275726959,1450701865096087296,208.24247536041176,26.98347275726959,208.2423742,26.9836694,458801175,J135258.16+265901.2,HD135310N283853V01,208.2423742,26.9836694,3.87,24.47,66.28,47.86,48.51,0.0001610447,gri,15.27,13.98,13.34,,,,,3830.65,4.525,-0.822,48.28
205,0.52348,894,1452833715063044096,2016.0,210.9629436417628,0.1647063493728637,28.693147461629145,0.1461666375398636,3.0365081767136832,0.2626549005508423,11.56082820892334,34.63068771362305,30.41045236906712,0.2795197069644928,-16.567708882345034,0.2120424956083297,31.0,0.9788612127304076,False,467.0,416.3148744516862,1.3028225898742676,319.54840087890625,19.138811111450195,51.0,279.9486535370608,5.87108039855957,47.682647705078125,19.22084617614746,49.0,168.1121192414698,7.119612216949463,23.61253929138184,19.183897018432617,0.0,1.0,0.0,1.0,0.0,1.0762544870376587,0.0369491577148437,0.0820350646972656,-0.0450859069824218,42.737588001398144,73.94154151745049,196.51915750943763,38.3175795688344,0.0047432268094748,6269.067860721396,323.0845344765476,0.0004916858375752,0.0700000002980232,0.0700000002980232,0.0799999982118606,0.0,1.2376654302433772e+18,19.75434,19.1268,19.19015,19.36271,19.79119,0.03772977,0.009970295,0.01285202,0.02032116,0.1011128,193583068086288.0,275179929616.0,302022672.0,4503599929393168.0,302022672.0,158604854460432.0,0.09084935,1.452833715063044e+18,1.2376654302433772e+18,1.4243210962915235e+17,19.1030006408691,19.2182006835938,19.3880004882813,19.604700088501,19.5645008087158,0.0105360001325607,0.0144410002976656,0.0189650002866983,0.0195710007101297,0.074243001639843,115000.0,115000.0,115000.0,115000.0,115000.0,436527232.0,52.0,0.011959265,1.452833715063044e+18,1.4243210962915235e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.706831979526721,0.0197585695604036,210.9629436417628,28.693147461629145,0.0479,0.04599,0.0501,10985.9,7.718084,10350.375908799915,198.23520668948004,204.860399660698,7.430579061223761,0.0418776011205865,0.0408147007562345,0.3329385981787975,0.0151847841241909,0.0154713652339375,0.2850346072284553,0.0032477330821079,0.0031584874634,4.462049084115513,0,0.1319268820520505,-1.1722971487506708,0.1344167266197873,,,,,,999.0,11,DA,GaiaXP,H,1452833710767351424,0.8751011,12.210258,1452833710767351424,210.9682417334733,28.69219946293908,1452833710767351424,210.9682417334733,28.69219946293908,210.9680964,28.6922694,298203150,J140352.34+284132.1,HD140655N282616V01,210.9680964,28.6922694,11.39,66.37,69.6,91.28,68.15,-2.42835e-05,gri,12.7,12.32,12.09,,,,,5705.91,4.363,-0.138,-7.28
