,source_id,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,ruwe,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,pairdistance,sep_AU,Sigma18,R_chance_align,meanAV,minAV,maxAV,flag_ext,objid,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,flags_,flags_u,flags_g,flags_r,flags_i,flags_z,angular_distance_,source_id_xmatch_,original_ext_source_id_xmatch_,obj_id,g_mean_psf_mag,r_mean_psf_mag,i_mean_psf_mag,z_mean_psf_mag,y_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag_error,i_mean_psf_mag_error,z_mean_psf_mag_error,y_mean_psf_mag_error,g_flags_,r_flags_,i_flags_,z_flags_,y_flags,obj_info_flag,quality_flag,angular_distance_pstarr,source_id_xmatch_pstarr,original_ext_source_id_xmatch_pstarr,object_id,u_psf,v_psf,g_psf,r_psf,i_psf,z_psf,e_u_psf,e_v_psf,e_g_psf,e_r_psf,e_i_psf,e_z_psf,u_flags,v_flags,g_flags_smap,r_flags_smap,i_flags_smap,z_flags_smap,u_nimaflags,v_nimaflags,g_nimaflags,r_nimaflags,i_nimaflags,z_nimaflags,flags_smap,nimaflags,flags_psf,angular_distance,source_id_xmatch,original_ext_source_id_xmatch,wtd_par,e_wtd_par,ra_ext,dec_ext,ext,ext_min,ext_max,teff_H,logg_H,Teff,e_Teff_lower,e_Teff_upper,Logg,e_Logg_lower,e_Logg_upper,Mass,e_Mass_lower,e_Mass_upper,cool_age,e_cool_age_lower,e_cool_age_upper,Chi2,redone_fit,init_mass_error_lower,init_mass,init_mass_error_upper,mslife_error_lower,mslife,mslife_error_upper,tot_age_error_lower,tot_age,tot_age_error_upper,ifmr_flag,spectype,spec_source,model_used,ms_source_id,ms_bp_rp,ms_phot_g_mean_mag
1285,1180589958805879168,2016.0,226.1121853333348,0.1375743299722671,11.374822123945982,0.1144119277596473,5.5303968732113775,0.1565440595149994,35.32805252075195,29.22042465209961,-3.4316759432033788,0.1582632511854171,-29.01821553887656,0.1439972221851349,31.0,1.0567114353179932,False,229.0,930.965829459798,1.879643678665161,495.2884521484375,18.265031814575195,25.0,652.2648986560674,15.730558395385742,41.46482849121094,18.30248260498047,25.0,440.42357383165887,13.077330589294434,33.678401947021484,18.138219833374023,0.0,3.0,0.0,1.0,0.0,1.1737148761749268,0.1642627716064453,0.0374507904052734,0.1268119812011718,12.683356946094536,55.04226720252635,219.97572915770675,27.51612855166154,0.0020465868058262,1356.0371912167475,440.2225725921825,1.111870742989949e-06,0.050000000745058,0.050000000745058,0.050000000745058,0.0,1.2376626369062502e+18,18.68548,18.23101,18.35516,18.49669,18.68333,0.01728501,0.006712331,0.008349976,0.0103257,0.0319348,35253361447440.0,268603408.0,268468240.0,4503599895838736.0,404132368.0,275146510352.0,0.032745928,1.1805899588058793e+18,1.2376626369062502e+18,1.2165226112194029e+17,18.2399005889893,18.3262004852295,18.4843006134033,18.632999420166,18.7038993835449,0.0044570001773536,0.0067569999955594,0.0117530003190041,0.0097030000761151,0.0264059994369745,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.060928654,1.1805899588058793e+18,1.2165226112194029e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.394248005870642,0.0222854313179823,226.1121853333348,11.374822123945982,0.05754,0.05668,0.05842,9892.354,7.801819,10332.048160543894,167.5295536435424,177.19957485634586,7.844690887537627,0.038,0.038,0.5139738134930838,0.0225387941670935,0.0192535618772693,0.4776708590626021,0.0040740495712683,0.0041269738090946,2.7982991499487504,0,0.1958192368991622,0.4005544178373924,0.1672768190900896,85.59051359688763,156.55462386345638,944.7403937910608,85.5905136938486,157.032294722519,944.7403938000748,11,DA,GaiaXP,H,1180589958805598592,1.9465342,14.435517
1310,1195827334540934144,2016.0,236.48237273994351,0.2153873294591903,15.471587839206707,0.1907820701599121,3.518009820910017,0.2674401104450226,13.154383659362791,37.66747283935547,29.68250081438813,0.2265776395797729,-23.190246190324327,0.1833599507808685,95.0,0.967995285987854,False,523.0,412.0867649870132,1.1219017505645752,367.3109130859375,19.14989471435547,50.0,287.5791253498597,9.02884006500244,31.85117149353028,19.191648483276367,51.0,176.00429976004452,7.918981552124023,22.225624084472656,19.13408660888672,0.0,0.0,0.0,0.0,0.0,1.1249655485153198,0.0575618743896484,0.0417537689208984,0.01580810546875,26.010928261023444,47.94921153990537,229.85984926902847,34.358113088405375,0.0146617614134293,16068.500319335086,503.56623994275685,0.0065458241950505,0.0900000035762786,0.0799999982118606,0.1000000014901161,0.0,1.2376683357850831e+18,19.62121,19.19255,19.35427,19.53937,19.71244,0.03860335,0.01120714,0.01665077,0.02448669,0.08818085,35253360136208.0,275146477584.0,275146342416.0,4503874773843984.0,275146342416.0,275146342416.0,0.018276535,1.195827334540934e+18,1.2376683357850831e+18,1.2656236482308648e+17,19.1224002838135,19.2166004180908,19.4435005187988,19.6140003204346,19.6676998138428,0.0162049997597933,0.0115539999678731,0.0163059998303652,0.0263889990746975,0.0491690002381802,115000.0,115000.0,115000.0,115000.0,115000.0,436527232.0,52.0,0.078453384,1.195827334540934e+18,1.2656236482308648e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.2611377330625992,0.0605297259502303,236.48237273994351,15.471587839206707,0.08695,0.0846,0.08949,11516.95,8.012286,11255.850732863662,322.0533215987125,337.12327234150143,7.887921595337689,0.050186516584266,0.0476536328211647,0.5401032809180224,0.0278002734535323,0.0272161646356799,0.4010686456982435,0.0088394297452451,0.0077128267752084,4.022961642142604,0,0.2415314809168748,0.6275697733972411,0.2364566866696783,36.40715411164992,55.48815561699445,112.6631789706814,36.40715518472908,55.88922426269269,112.66317923468824,11,DA,GaiaXP,H,1195827441919273856,2.2807674,16.430674
1325,1202830540713287936,2016.0,237.8305595059894,0.1600917726755142,18.068211793923307,0.1620382666587829,5.0070842891884135,0.2342812418937683,21.372108459472656,21.976215362548828,-20.92828731774628,0.187702789902687,-6.705283584353369,0.1987756937742233,31.0,0.9618280529975892,False,387.0,600.6081404498517,1.2918672561645508,464.9147338867188,18.74088859558105,40.0,404.9084764503349,10.341426849365234,39.15402603149414,18.82015037536621,41.0,264.78241330058097,7.242865085601807,36.55768966674805,18.690671920776367,0.0,0.0,0.0,0.0,0.0,1.1150213479995728,0.1294784545898437,0.0792617797851562,0.0502166748046875,30.319615890055086,47.73214452434986,230.5424485917272,37.204495141361775,0.0018384802722047,1270.0078819241564,512.1606068697192,6.440270928421109e-06,0.0700000002980232,0.0700000002980232,0.0799999982118606,0.0,1.2376655499731272e+18,19.16314,18.74843,18.84534,18.98718,19.15094,0.02333758,0.008287367,0.009732357,0.01401995,0.04561851,35253360132112.0,268468240.0,268468240.0,4503599895838736.0,268468240.0,275280723984.0,0.072339416,1.202830540713288e+18,1.2376655499731272e+18,1.2968237830464224e+17,18.7275009155273,18.8262004852295,18.9796009063721,19.1623001098633,19.3453998565674,0.0056170001626014,0.0058160000480711,0.0058100000023841,0.0242449995130301,0.031615000218153,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.05090207,1.202830540713288e+18,1.2968237830464224e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.154062421691625,0.0663415959433085,237.8305595059894,18.068211793923307,0.07863,0.07604,0.08115,10739.89,8.142735,10890.328970206,217.35603954747603,230.40140008715207,8.215291627785053,0.038,0.038,0.7353840268355035,0.0280688486346285,0.0226628509761597,0.6871049422283741,0.0074803959367478,0.0074294862190815,1.5905381317337035,0,0.1711358674062864,3.159450749263093,0.1176026070950726,0.0394968329764137,0.3945449357904799,0.0676344328002647,0.0401989569334483,1.081649878018854,0.0680412651682274,0,DA,MWDD,H,1202830540713288064,2.6328373,16.671125
1355,1218784312695111296,2016.0,238.970895685454,0.1121707558631897,24.512403763572067,0.1516109555959701,3.1576385588405613,0.2326942086219787,13.569906234741213,54.85593032836914,-9.558181873047156,0.1658764034509658,-54.01679625889159,0.2238011211156845,31.0,0.9944860935211182,False,1024.0,385.1468569103714,0.6116572022438049,629.6776123046875,19.22330093383789,112.0,261.33601677936645,4.630106449127197,56.44276809692383,19.295543670654297,110.0,170.62186126781123,5.390761375427246,31.65079116821289,19.167808532714844,0.0,2.0,0.0,4.0,0.0,1.121540665626526,0.1277351379394531,0.0722427368164062,0.0554924011230468,40.02742161765991,48.63945251080815,229.5595933697328,43.69273797016431,0.0046125131396888,5219.434336421787,520.4366639104977,0.0046998239598617,0.1299999952316284,0.1299999952316284,0.1400000005960464,0.0,1.237662697574302e+18,19.67197,19.15792,19.30616,19.45326,19.6026,0.03047616,0.009624352,0.01227978,0.01621935,0.06493504,68987912704.0,275280593408.0,268468224.0,4503599895838720.0,275146375168.0,275280593408.0,0.028255347,1.2187843126951112e+18,1.237662697574302e+18,1.3741238970909555e+17,19.1973991394043,19.3166007995605,19.4825000762939,19.652099609375,19.88450050354,0.0026899999938905,0.0077470000833272,0.0110029997304082,0.0318420007824898,0.112511999905109,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.13651228,1.2187843126951112e+18,1.3741238970909555e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.1401963024376327,0.0816538776331668,238.970895685454,24.512403763572067,0.1129,0.10823,0.11765,10645.35,7.737907,11113.871901183842,349.2571856615905,381.9615840541446,7.812492726761382,0.0579261542809455,0.0571690659138006,0.4998493983034053,0.0301931964820964,0.0310791563528984,0.3756065249116996,0.0093369585480344,0.0077943964467596,1.6816941348158572,0,0.2623214290364589,0.2778401242693782,0.2700187346038094,447.0402762794769,523.0507492530598,,447.0402763769836,523.4263557779716,999.0,11,DA,MWDD,H,1218784316992157952,2.6572647,17.545452
1380,1235533276400203776,2016.0,217.31001403661512,0.0884406939148902,17.53861011274648,0.0767821073532104,6.268651614563758,0.1069903746247291,58.590797424316406,34.91032028198242,-32.95271860752245,0.1254994720220565,-11.526000802170708,0.1054072305560112,31.0,1.0411274433135986,False,293.0,1408.3481775034163,2.921996831893921,481.9814147949219,17.81559181213379,31.0,969.2221770245884,13.993741989135742,69.26111602783203,17.87248420715332,31.0,583.5525559042677,8.538786888122559,68.34139251708984,17.83269500732422,0.0,2.0,0.0,1.0,0.0,1.1025502681732178,0.0397891998291015,0.0568923950195312,-0.0171031951904296,15.015559168955397,65.49449032473892,208.419191767771,30.42283630698136,0.0075704497235626,4245.453806993067,392.7943995507977,6.464869178284955e-05,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0,1.2376682987543593e+18,18.22194,17.77781,17.9285,18.11526,18.37028,0.0150418,0.005792385,0.006754498,0.00900743,0.02627001,35253394735120.0,302022672.0,302022672.0,4503599930441744.0,303071248.0,275179929616.0,0.016235515,1.2355332764002038e+18,1.2376682987543593e+18,1.29042173102117e+17,17.7562999725342,17.8943996429443,18.1158008575439,18.2439002990723,18.3645000457764,0.0087679997086525,0.0039909998886287,0.0108930002897978,0.0187430009245873,0.0238439999520779,115000.0,115000.0,115000.0,16892216.0,16892216.0,436527232.0,52.0,0.073190056,1.2355332764002035e+18,1.29042173102117e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.388819957637942,0.0164984611601843,217.31001403661512,17.53861011274648,0.0423,0.04186,0.04274,11782.04,8.023153,11289.253252310218,168.13443889426708,187.0565756867545,7.993987847410782,0.038,0.038,0.6001583913866346,0.0250481205301607,0.0199671782429874,0.4584126963743142,0.005345124561065,0.0048117734977687,4.086510574106496,0,0.2594320207626451,1.1911459291594648,0.4659334913898119,4.10734075164989,6.211649490107092,8.438894848751296,4.107344229611204,6.670062186481406,8.438896220563763,1,DA,GaiaXP,H,1235533280695759488,0.7378683,10.367749
1395,1244445367901513728,2016.0,206.54262575957867,0.1275406032800674,16.86615326966907,0.0988632515072822,4.385841399545247,0.1687463819980621,25.9907283782959,30.234912872314453,-27.490753749736577,0.1730587780475616,12.586038951689268,0.1205205619335174,31.0,1.053017020225525,False,468.0,684.6705809057681,1.0670832395553589,641.6281127929688,18.598663330078125,52.0,518.1263246182342,9.92829132080078,52.186859130859375,18.552453994750977,53.0,370.8888587748156,11.06528377532959,33.51824188232422,18.324785232543945,0.0,2.0,0.0,1.0,0.0,1.298456788063049,0.2276687622070312,-0.0462093353271484,0.2738780975341797,356.7181430602042,73.70517555441853,197.9257251657129,25.86814346356022,0.0011455976773601,998.4829251192048,331.3605915173261,2.051392939800205e-05,0.050000000745058,0.050000000745058,0.050000000745058,0.0,1.237668350279811e+18,18.87694,18.46685,18.40292,18.70771,19.20616,0.02087189,0.008566422,0.009343565,0.0141867,0.05405505,105656497868816.0,302022672.0,302157840.0,4573968673964049.0,2.883007449298739e+17,436240400.0,0.03519659,1.2444453679015137e+18,1.237668350279811e+18,1.2823206542670992e+17,18.5820007324219,18.4407997131348,0.0,18.7194004058838,0.0,0.0104520004242659,0.0054440000094473,0.0,0.0228809993714094,0.0,115000.0,16793912.0,16416.0,16793912.0,16416.0,436363264.0,52.0,0.006503729,1.2444453679015137e+18,1.2823206542670992e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.093694381085953,0.0158007160676518,206.54262575957867,16.86615326966907,0.04849,0.04747,0.04957,9509.268,7.616451,11302.363953003944,321.6788589905045,354.53251616697344,7.790286882429815,0.0548204326977028,0.0550469695307302,0.4891827863653509,0.0278391403595997,0.0293806535483934,0.3477722654260265,0.0069029742277297,0.0055679727277451,8.940554886291727,1,0.2418691603787985,0.1851675618188617,0.2552619769625838,1208.2259427285196,1336.1255795548625,,1208.225942748239,1336.4733518202884,999.0,11,DA,GaiaXP,H,1244445372194850816,1.4545822,13.84363
1410,1251120502991743488,2016.0,207.01973934281312,0.1312934011220932,22.29593461059377,0.1226782724261283,4.456568811558203,0.2113061398267746,21.090579986572266,27.827526092529297,27.167566432772432,0.2044761329889297,-6.024490835398055,0.1610502302646637,31.0,1.0181145668029783,False,587.0,524.509270669064,0.8119546175003052,645.9834594726562,18.887983322143555,60.0,365.436830698134,7.69710636138916,47.477169036865234,18.93151092529297,56.0,224.5825994114776,6.872769832611084,32.67715835571289,18.86945533752441,0.0,2.0,0.0,1.0,0.0,1.1248979568481443,0.0620555877685546,0.043527603149414,0.0185279846191406,15.419396884805186,76.27005502954277,195.8962794474796,31.016356584573582,0.003148029160079,2582.339004691039,339.31833867192086,1.6268873366841877e-05,0.050000000745058,0.0399999991059303,0.050000000745058,0.0,1.2376679100652585e+18,19.25653,18.86911,18.96631,19.13346,19.35446,0.02482325,0.0088592,0.01044994,0.01374214,0.04828838,35253360132144.0,275146506256.0,268468240.0,4503599895838736.0,276856848.0,275280592944.0,0.0073442725,1.2511205029917435e+18,1.2376679100652585e+18,1.3475207019682568e+17,18.8780002593994,18.9755992889404,19.1348991394043,19.2987003326416,19.3118991851807,0.0079460004344582,0.0071840002201497,0.0086139999330043,0.0136449998244643,0.0441670008003712,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.047565155,1.2511205029917435e+18,1.3475207019682568e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.356179724896645,0.0582370883394587,207.01973934281312,22.29593461059377,0.04478,0.0436,0.04606,11256.41,8.166782,10695.603284161623,241.95874145997183,250.62903528638344,8.044147688534526,0.0434844663137106,0.042242100558532,0.6281099398906413,0.0263937124378217,0.0264528113907835,0.5643498438163239,0.0061602209693535,0.0059200894137566,2.835005350989749,0,0.7681821345018096,1.981387219184482,0.4722359302568648,0.5284121015437124,1.3492184365002131,4.486398468884023,0.5284480082091653,1.9135682803165373,4.486402374850429,0,DA,GaiaXP,H,1251120507286937856,2.3983784,16.609491
1438,1276041827388448640,2016.0,225.8201304851646,0.1153400689363479,30.25440087672873,0.1686672270298004,2.996767475157616,0.2621819674968719,11.430105209350586,11.822640419006348,-11.200961643087451,0.1589579433202743,3.783291029550524,0.2450031042098999,31.0,1.0002193450927734,False,1122.0,315.54607429796124,0.6117882132530212,515.7766723632812,19.43971061706543,117.0,201.13077746956407,4.906557559967041,40.99223709106445,19.5798454284668,110.0,120.49925553911427,3.794931888580322,31.7526798248291,19.545434951782227,0.0,3.0,0.0,2.0,0.0,1.0192806720733645,0.0344104766845703,0.1401348114013672,-0.1057243347167968,47.01879593834028,61.0182684824925,211.433673963649,45.1274646984342,0.0072622321334422,8492.64906491549,401.7070763639438,0.0001617843064716,0.0700000002980232,0.0700000002980232,0.0799999982118606,0.0,1.2376626975686003e+18,19.80979,19.44465,19.53642,19.74257,19.88893,0.03490754,0.01112314,0.01482363,0.02318613,0.0999203,68987912704.0,275297370112.0,285245440.0,4503599921005056.0,275305759232.0,275297370624.0,0.036313254,1.2760418273884488e+18,1.2376626975686003e+18,1.4430225820242586e+17,19.3948001861572,19.5186996459961,19.7266006469727,19.8794002532959,19.8223991394043,0.0215339995920658,0.0201370008289814,0.0117849996313453,0.0348949991166592,0.072783000767231,115000.0,115000.0,115000.0,115000.0,115000.0,436527232.0,52.0,0.05009706,1.2760418273884485e+18,1.4430225820242586e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.039237532289488,0.0932861877616824,225.8201304851646,30.25440087672873,0.05946,0.05726,0.06192,12183.28,8.065393,11217.973370507669,416.8770050894327,476.2885605867741,7.983784097204262,0.0665944604014461,0.066011485089918,0.5939894634511639,0.03910479968745,0.039955416962661,0.4593014815216415,0.0118973581133455,0.0101095457245424,3.770957786813669,0,0.33974630484318,1.095738170731224,0.999730968156482,7.00187590216695,8.271382369004794,21.66239176425521,7.001886009960196,8.730683850526436,21.662394123249324,1,DA,GaiaXP,H,1276041797329413632,2.270218,17.904253
1444,1279432210147073280,2016.0,218.42515469801765,0.0755260288715362,26.27719692578315,0.0815144628286361,5.671430939007396,0.1066212654113769,53.19230270385742,113.13360595703124,-79.43924138505204,0.0973911732435226,80.55197420506022,0.1095952838659286,31.0,1.006835699081421,False,339.0,1265.228031426903,1.7918099164962769,706.1173095703125,17.93194580078125,32.0,897.8561252227244,12.284294128417969,73.08975982666016,17.955524444580078,34.0,529.7645698904869,9.320404052734377,56.83922958374024,17.93768882751465,0.0,1.0,0.0,0.0,0.0,1.1283504962921145,0.0178356170654296,0.0235786437988281,-0.0057430267333984,36.6548087199593,67.18425252092337,205.5082630087129,38.8917640129851,0.002274868929118,1415.6391851382157,361.2817208186024,1.8377245024390453e-05,0.050000000745058,0.050000000745058,0.050000000745058,0.0,1.2376654425987482e+18,18.32056,17.8379,18.03194,18.21789,18.40886,0.01508972,0.005660898,0.006707979,0.00947817,0.03127478,35253360132112.0,268599312.0,268468240.0,4503599904227344.0,268468240.0,275280592912.0,0.07370777,1.2794322101470733e+18,1.2376654425987482e+18,1.3953218425304302e+17,17.8747997283936,18.0256996154785,18.2355995178223,18.4410991668701,18.5403995513916,0.0056380000896751,0.0060029998421669,0.0077900001779198,0.0126609997823834,0.0458669997751713,115000.0,115000.0,115000.0,115000.0,115000.0,436527232.0,52.0,0.30868545,1.2794322101470733e+18,1.3953218425304302e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.734593056651803,0.0415131980687141,218.42515469801765,26.27719692578315,0.04125,0.04079,0.04173,11836.34,7.950352,11604.81251686048,222.02161149614585,233.9930994827937,7.942895074390457,0.038,0.038,0.5715135018809088,0.0244577226802557,0.0195977033736849,0.3973669531362768,0.0071407747865961,0.0061009679040185,2.0550912198822746,0,0.2124910745460961,0.9004648295474265,0.1702667538982183,7.500708937802576,16.476995777174345,24.57769443611911,7.500712336858148,16.874362730310622,24.577695193346543,11,DA,GaiaXP,H,1279432210147575552,2.2137756,16.27668
1447,1281268497645665664,2016.0,219.5185146758755,0.040919754654169,29.85305784864262,0.0527082681655883,7.44255064694705,0.0777528434991836,95.72062683105467,68.13417053222656,-47.205860800756064,0.0754386410117149,49.13116729970113,0.0717925205826759,31.0,1.0542058944702148,False,549.0,2095.7309492930785,1.8464314937591555,1135.016845703125,17.3840274810791,61.0,1489.5960861335705,12.243926048278809,121.66000366210938,17.40587043762207,59.0,881.5718628450586,8.83773136138916,99.75092315673828,17.384750366210938,0.0,0.0,0.0,0.0,0.0,1.1314276456832886,0.0211200714111328,0.0218429565429687,-0.0007228851318359,45.89564399245841,66.46431056159153,204.74337904299307,42.54981802181207,0.0014969985718632,725.6192998033362,387.0648215994895,6.740002883309551e-08,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0,1.2376651022130872e+18,17.76789,17.30836,17.49064,17.67975,17.87275,0.01106822,0.004678747,0.005531992,0.006915631,0.0187167,35253393686544.0,302153744.0,302022672.0,4503599929393168.0,302022672.0,436240400.0,0.06567068,1.2812684976456658e+18,1.2376651022130872e+18,1.4382219518657424e+17,17.319299697876,17.4962005615234,17.6830005645752,17.8792991638184,17.9508991241455,0.005210000090301,0.0060069998726248,0.0048019997775554,0.0079439999535679,0.0145319998264313,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.1339553,1.2812684976456655e+18,1.4382219518657424e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.392894926161106,0.0418106067615995,219.5185146758755,29.85305784864262,0.03245,0.03226,0.03265,11732.73,7.974366,11432.709658883176,175.5636889302532,178.9563038838951,7.928032628211645,0.038,0.038,0.5627304680179981,0.0239065212308712,0.0194090106788522,0.4061152860705378,0.0049694349273711,0.0047130421923455,2.5294342257617,0,0.2077021827182554,0.8241569766985066,0.1686273734044504,10.734935687169518,22.46326216120915,36.23253483593759,10.734936837399149,22.86937744727969,36.232535142468265,11,DA,GaiaXP,H,1281268497645665792,2.8225431,16.147078
1450,1282593958912728064,2016.0,221.67272206159785,0.1127482652664184,29.89130919542422,0.1710516363382339,3.674815193747662,0.2540202438831329,14.466623306274414,38.66080474853516,17.616937883267862,0.2110438495874405,-34.41368072831669,0.2466753721237182,31.0,1.091284990310669,False,502.0,481.1331063619416,0.9758396744728088,493.0452270507813,18.981704711914062,56.0,324.24557913475616,6.7944207191467285,47.72232818603516,19.061357498168945,55.0,210.2370188619004,6.013298988342285,34.96200942993164,18.94112205505371,0.0,0.0,0.0,0.0,0.0,1.1108829975128174,0.1202354431152343,0.0796527862548828,0.0405826568603515,46.02071684411848,64.59666722336007,207.0466829498106,43.355488117433374,0.0040810389066711,4497.377026927798,381.0169337619975,0.0006715998507053,0.0599999986588954,0.0599999986588954,0.0599999986588954,0.0,1.2376651290944474e+18,19.30461,18.94917,19.06898,19.24479,19.32515,0.02504424,0.00905309,0.01129901,0.01768081,0.05480453,68987912192.0,275280592896.0,268468224.0,4503599895838720.0,275146375168.0,275280592896.0,0.049845256,1.282593958912728e+18,1.2376651290944474e+18,1.438722167269102e+17,18.9458999633789,19.0823001861572,19.2604999542236,19.4158000946045,19.6032009124756,0.0090250000357627,0.0066829998977482,0.006961999926716,0.0126419998705387,0.0361239984631538,115000.0,115000.0,115000.0,115000.0,115000.0,436527104.0,52.0,0.022848662,1.282593958912728e+18,1.438722167269102e+17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.397391356527094,0.1580994586492687,221.67272206159785,29.89130919542422,0.04905,0.04755,0.05068,10510.52,7.808193,11219.961238407188,509.7080262836025,577.9263132859069,7.81352923703427,0.0826129933507848,0.0752849060478331,0.500806621382255,0.0426447232200087,0.0413631090534555,0.3657094560102693,0.0161562026959333,0.0129063975249825,2.098671423224653,0,0.3705015049522909,0.2861565715226327,0.3593667163636446,410.36724983498686,460.67425001896544,,410.3672501530226,461.0399594749757,999.0,11,DA,GaiaXP,H,1282593958912728576,2.7401772,18.800797
