,source_id,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,ruwe,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,l,b,ecl_lon,ecl_lat,pairdistance,sep_AU,Sigma18,R_chance_align,meanAV,minAV,maxAV,flag_ext,objid,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,flags_,flags_u,flags_g,flags_r,flags_i,flags_z,angular_distance_,source_id_xmatch_,original_ext_source_id_xmatch_,obj_id,g_mean_psf_mag,r_mean_psf_mag,i_mean_psf_mag,z_mean_psf_mag,y_mean_psf_mag,g_mean_psf_mag_error,r_mean_psf_mag_error,i_mean_psf_mag_error,z_mean_psf_mag_error,y_mean_psf_mag_error,g_flags_,r_flags_,i_flags_,z_flags_,y_flags,obj_info_flag,quality_flag,angular_distance_pstarr,source_id_xmatch_pstarr,original_ext_source_id_xmatch_pstarr,object_id,u_psf,v_psf,g_psf,r_psf,i_psf,z_psf,e_u_psf,e_v_psf,e_g_psf,e_r_psf,e_i_psf,e_z_psf,u_flags,v_flags,g_flags_smap,r_flags_smap,i_flags_smap,z_flags_smap,u_nimaflags,v_nimaflags,g_nimaflags,r_nimaflags,i_nimaflags,z_nimaflags,flags_smap,nimaflags,flags_psf,angular_distance,source_id_xmatch,original_ext_source_id_xmatch,wtd_par,e_wtd_par,ra_ext,dec_ext,ext,ext_min,ext_max,teff_H,logg_H,Teff,e_Teff_lower,e_Teff_upper,Logg,e_Logg_lower,e_Logg_upper,Mass,e_Mass_lower,e_Mass_upper,cool_age,e_cool_age_lower,e_cool_age_upper,Chi2,redone_fit,init_mass_error_lower,init_mass,init_mass_error_upper,mslife_error_lower,mslife,mslife_error_upper,tot_age_error_lower,tot_age,tot_age_error_upper,ifmr_flag,spectype,spec_source,model_used,ms_source_id,ms_bp_rp,ms_phot_g_mean_mag
9921,5779016249255275904,2016.0,240.17831423484645,0.1055782213807106,-78.37193683628004,0.1065592840313911,6.641908575409893,0.1285455375909805,51.66969299316406,32.88761138916016,23.347212213331154,0.1169147342443466,-23.162526066002,0.1316249519586563,31.0,0.9827236533164978,False,410.0,940.3640387947715,1.4315011501312256,656.9076538085938,18.254127502441406,36.0,652.155309930605,14.004645347595217,46.56707000732422,18.302663803100582,39.0,399.5323087959591,9.797869682312012,40.7774658203125,18.244016647338867,0.0,0.0,0.0,1.0,0.0,1.118383526802063,0.0586471557617187,0.0485363006591796,0.010110855102539,311.94610852031445,-18.966656273771328,259.6723793559099,-56.005812078756605,0.0036473651162427,2022.016002294081,1300.295885060785,9.440471298870916e-05,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.484528406151874,0.023285823354761,240.1783142348464,-78.37193683628004,0.07445,0.0725,0.07658,11373.55,8.346428,11578.162059907574,566.6292272070459,692.4550429760384,8.322546202139563,0.0773734107772643,0.0766280683357454,0.8064709017639261,0.0513796172834757,0.051058133505248,0.6895223782757907,0.0216686693160121,0.015496091709141,0.4977603345547202,0,0.2541635684381358,3.5160210721936647,0.2293652520174673,0.0468646491835764,0.2901115600679371,0.0696322839179709,0.0516316431369986,0.9796339383437278,0.0713357121075483,0,DA,GaiaXP,H,5779016244960291072,0.70184803,9.750343
9925,5781043748701211520,2016.0,248.3442726405679,0.0448858104646205,-75.90076344275913,0.0461901612579822,8.834527816150086,0.0560560971498489,157.60154724121094,52.44549560546875,52.19930650012496,0.0540061891078949,5.075686567955023,0.0594661124050617,31.0,0.983824908733368,False,473.0,2704.5883340685773,3.4927706718444824,774.3389282226562,17.107114791870117,50.0,1895.3822436933256,14.22084140777588,133.28199768066406,17.14430046081543,50.0,1144.1027401376114,9.941094398498535,115.08821105957033,17.10173225402832,0.0,0.0,0.0,1.0,0.0,1.1238253116607666,0.0425682067871093,0.0371856689453125,0.0053825378417968,315.16079357347456,-18.62672906874882,261.38728670954976,-53.10940974104139,0.0029153461025079,1195.644176986178,1369.0508204764838,9.264850286760089e-06,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407902921,17.3305,17.4543,17.1269,17.1954,17.4685,0.0,0.0266,0.029,0.0366,0.0179,0.0604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10982082,5.781043748701212e+18,407902921,8.751610893534039,0.0265418139555896,248.3442726405679,-75.90076344275913,0.04967,0.04936,0.04999,11298.89,8.000706,11621.455948243713,195.65108487569523,216.0014498110104,8.014331448487264,0.038,0.038,0.6127650711153649,0.0253164614950321,0.0203362520767813,0.4362593943892201,0.0057128697227153,0.0051422983641662,4.425864088008908,0,0.364287566051636,1.4031981622317642,0.6766784217265771,2.2985662148334725,3.594117580857428,6.391597368139589,2.298573314222182,4.030376975246648,6.39159943673267,0,DA,GaiaXP,H,5781043748701210240,2.3234758,15.82256
9945,5793349478547698816,2016.0,224.95243466920363,0.1553044766187667,-74.78314526663709,0.1563699692487716,3.855001748659361,0.2045629918575287,18.845060348510746,13.621482849121094,-10.268082072201954,0.189929261803627,-8.950491028410786,0.2094086706638336,31.0,1.0497238636016846,False,448.0,418.58624705290777,0.9681641459465028,432.3504943847656,19.13290405273437,49.0,280.5386292697169,5.534520149230957,50.68888092041016,19.21856117248535,49.0,187.1298707560404,5.312716960906982,35.22300720214844,19.06753730773925,0.0,2.0,0.0,1.0,0.0,1.1172572374343872,0.1510238647460937,0.0856571197509765,0.0653667449951171,311.1954294401768,-14.010253031052878,251.4633211967505,-54.247636242337016,0.0021612688720776,1937.1474294727768,1545.07618753612,0.0002415853126481,0.1500000059604644,0.1400000005960464,0.1599999964237213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.981023252469643,0.0126898261423822,224.95243466920363,-74.78314526663709,0.18091,0.17293,0.18924,10678.24,7.968485,10932.95938975567,588.4699247007666,690.1881438249238,8.047483923590114,0.1059280984465216,0.1010182200435032,0.6306383606062211,0.0635120622411891,0.0639725158360625,0.5337133407519086,0.0133815271239448,0.0117747720541162,0.3003617110141824,0,1.1720020948155374,2.034350473312775,0.8498379875891686,0.8588003017373856,1.374017552684267,17.827145041347833,0.858904548557285,1.907730893436176,17.827148929946976,1,DA,GaiaXP,H,5793349551562486400,1.371913,13.680025
9951,5796849915551660672,2016.0,223.29779710857613,0.0516176298260688,-72.81165700030277,0.0593193136155605,7.266272936103362,0.0718030482530593,101.19727325439452,56.19894409179688,51.8745395478868,0.0658295080065727,21.61836366301636,0.076387271285057,31.0,1.0080410242080688,False,426.0,2066.129898612154,2.491749286651612,829.1885375976562,17.399473190307617,45.0,1454.4434898625564,8.39165210723877,173.32028198242188,17.431800842285156,47.0,864.6442548327594,6.241031169891357,138.54188537597656,17.40580177307129,0.0,1.0,0.0,0.0,0.0,1.1224308013916016,0.0259990692138671,0.032327651977539,-0.0063285827636718,311.73776737564623,-12.055768098292829,249.19197883714784,-52.73961945463498,0.0020160286011263,1018.3072073528658,1722.3747941404913,1.6459002205054898e-05,0.0299999993294477,0.0199999995529651,0.0299999993294477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405450677,0.0,0.0,17.3411,17.4769,17.695,17.9653,0.0,0.0,0.0596,0.0411,0.0179,0.0283,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.106040545,5.796849915551661e+18,405450677,7.097572603875308,0.0159071053903037,223.29779710857613,-72.81165700030277,0.07126,0.0701,0.07244,11579.16,7.937025,11733.099281668725,243.5891347271354,250.71408326902383,7.898964622642271,0.038,0.038,0.5476529402929611,0.0234770181793627,0.0191705639631546,0.3630344782055227,0.0085688580255393,0.0071791793824192,0.3918163600515177,0,0.2039706184132298,0.6931619486790714,0.1665557251360088,20.577558621834857,39.967096050758606,61.15966662087854,20.57756040594652,40.330130528964126,61.1596670422397,11,DA,GaiaXP,H,5796849915551909504,1.9462786,14.219177
9955,5800075951399977088,2016.0,225.1508175579664,0.1358917206525802,-69.26799020982928,0.1452475041151046,4.439582613282321,0.1894068121910095,23.439403533935547,17.77545738220215,17.007403543899237,0.1953134983778,5.168667172289824,0.2187413424253463,31.0,0.9769306182861328,False,415.0,524.3362330138195,1.2960948944091797,404.5508117675781,18.888341903686523,46.0,343.3778027939261,7.588398456573486,45.2503662109375,18.99911117553711,50.0,237.7282305719669,4.44866418838501,53.438114166259766,18.807693481445312,0.0,0.0,0.0,0.0,0.0,1.1082698106765747,0.1914176940917968,0.1107692718505859,0.0806484222412109,313.97729418826776,-9.214387800763872,247.4853195617181,-49.30936930920991,0.0050074128094418,4005.962328276443,1907.9494577856408,0.0003971400025346,0.1800000071525573,0.1700000017881393,0.2000000029802322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.454331304129345,0.0692025727014723,225.1508175579664,-69.26799020982928,0.19975,0.19064,0.20774,10658.79,7.990283,10552.279222893289,578.5416799126924,694.1633466466283,7.9756132482028175,0.1159346713182021,0.1119429711300306,0.5871089182068467,0.0662313428688332,0.0687745584257103,0.530127661669621,0.0132683471454717,0.0129453702162364,0.4034494374965628,0,0.5754243515971607,1.0359593241255147,1.4396392887290126,9.290616112042844,10.089778012980553,105.58430267951208,9.290625586599967,10.619905674650171,105.58430347310832,1,DA,GaiaXP,H,5800075951399975680,2.6924324,17.25011
9958,5801388901403600000,2016.0,269.22538558892023,0.0883843898773193,-75.3596229630855,0.0914420410990715,5.791252099514477,0.1166875883936882,49.63040542602539,31.41666603088379,15.847768124221773,0.1134996265172958,27.12664950999358,0.1289796382188797,31.0,0.9510828852653505,False,472.0,879.7748065775603,1.1141109466552734,789.6653442382812,18.3264389038086,51.0,600.8613740491045,9.614489555358888,62.495399475097656,18.3916072845459,52.0,393.9106736907655,7.120963096618652,55.31705093383789,18.259401321411133,0.0,1.0,0.0,0.0,0.0,1.1307121515274048,0.1322059631347656,0.0651683807373046,0.0670375823974609,318.3895729087688,-22.83970289058649,269.6825657309072,-51.92119565828943,0.006368728724882,3864.7670270202575,1143.68742105836,0.000396668937476,0.0299999993294477,0.0299999993294477,0.0299999993294477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405266348,0.0,0.0,18.3356,18.4803,18.6096,0.0,0.0,0.0,0.0115,0.0144,0.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27692476,5.8013889014036e+18,405266348,5.869789831076622,0.0504788083176861,269.22538558892023,-75.3596229630855,0.0773,0.07536,0.07938,10364.07,8.03037,10472.771052736269,328.9766970662058,365.5421735742712,8.062335801341728,0.0639869147821547,0.0637965916668168,0.6385421910650401,0.0389684971056754,0.0402787681875724,0.6097201933108445,0.0070910933540369,0.0075330905981189,2.3222540392860327,0,0.999588627991175,2.181349365701684,0.5870436235116276,0.563055754971999,1.1424954677389865,5.23551376135973,0.5631004056223397,1.752215661049831,5.235519180830213,0,DA,GaiaXP,H,5801388871341719936,2.669612,16.995941
9964,5803845695711894656,2016.0,263.84211670911185,0.0580797009170055,-72.08731565903716,0.0663653239607811,6.1210896720078,0.0846196338534355,72.33651733398438,28.0399227142334,-20.346168601012085,0.0708027556538581,19.294317134264848,0.0768146589398384,31.0,0.9964364767074584,False,480.0,1589.5154432435463,1.6615771055221558,956.6305541992188,17.6842041015625,53.0,1120.2054413927558,8.542032241821289,131.14039611816406,17.71529769897461,52.0,669.3834317046044,6.406656265258789,104.48249816894533,17.68370819091797,0.0,1.0,0.0,1.0,0.0,1.125870704650879,0.0315895080566406,0.0310935974121093,0.0004959106445312,320.976859927443,-20.16250571874217,267.13417064440324,-48.709289716352906,0.0013503452153083,792.0961782282167,1354.7268755982132,7.32552513517622e-06,0.0199999995529651,0.0199999995529651,0.0199999995529651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404912445,0.0,0.0,17.6409,17.7413,17.8362,0.0,0.0,0.0,0.0126,0.0134,0.0352,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.15103292,5.803845695711895e+18,404912445,6.091907834268831,0.0419253503510653,263.84211670911185,-72.08731565903716,0.06578,0.06479,0.0668,11383.11,7.850305,11584.033941954738,322.0153073353813,364.2309388597678,7.847110685422406,0.0455871928171918,0.0420684024215312,0.51924219761954,0.0243994408051787,0.0235908835108453,0.3500649488420141,0.0107072964805637,0.0075958924103831,0.5787378222617714,0,0.2119847159442113,0.4463266517770643,0.2049598914930092,74.91648241776157,123.66186418904005,735.9950149497116,74.91648318292161,124.01192913788206,735.9950149889086,11,DA,GaiaXP,H,5803845695715903616,2.9419727,16.166574
9983,5813509333475561344,2016.0,260.89843435959915,0.0613357312977314,-65.43205223832364,0.0707722231745719,6.50824728785554,0.1022223457694053,63.66756057739258,59.32651519775391,-11.865679267680273,0.0675963833928108,-58.12779953652343,0.0783447921276092,31.0,1.0576452016830444,False,440.0,1538.771375251916,3.194811582565308,481.64697265625,17.719430923461914,49.0,1094.265584389791,10.46085262298584,104.60577392578124,17.74073600769043,48.0,647.9336128139008,6.566084384918213,98.67884063720705,17.71906852722168,0.0,2.0,0.0,1.0,0.0,1.1322014331817627,0.02166748046875,0.0213050842285156,0.0003623962402343,326.5866602680207,-16.040682557235698,264.91031423511583,-42.15349740023847,0.004703508814021,2525.8849018998435,1576.907176154499,0.0001688323232013,0.0399999991059303,0.0399999991059303,0.0399999991059303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403441856,0.0,0.0,17.7197,17.8623,18.0322,18.3338,0.0,0.0,0.0277,0.07,0.0266,0.0223,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.26834565,5.813509333475561e+18,403441856,6.61966110306126,0.0494800452904663,260.89843435959915,-65.43205223832364,0.06262,0.06142,0.06389,11779.8,8.010737,11905.52712364253,330.1489337741714,376.5845510627114,8.046456648628508,0.0387026373077628,0.038,0.6325617267418242,0.0265521854748013,0.0231664128623131,0.4274881611986493,0.0142581265495891,0.0107225000947137,1.969875424884694,0,0.8003547419188402,2.069902527575308,0.4031114425434494,0.511791464931492,1.313605552211853,3.693200045411479,0.511990036767735,1.7410937134105025,3.6932156107429774,0,DA,GaiaXP,H,5813512292714649856,2.6909761,16.629522
10043,5846742763942183808,2016.0,215.1050324029048,0.1796367168426513,-68.66067329314288,0.1895747780799865,3.210565563817175,0.2534812390804291,12.66589069366455,23.168190002441406,8.064155878971416,0.2157480120658874,21.71944779666194,0.2354731559753418,95.0,0.9937607645988464,False,482.0,328.61364495248955,0.7423936128616333,442.6407165527344,19.395652770996094,46.0,211.49562116954067,4.165517330169678,50.77295303344727,19.52528953552246,49.0,154.1180012223944,4.222782611846924,36.49678802490234,19.278261184692383,0.0,1.0,0.0,2.0,0.0,1.1125941276550293,0.2470283508300781,0.1296367645263672,0.1173915863037109,310.91316981424995,-7.178952301974464,242.11046472124457,-50.47439019010291,0.0030236020652702,3651.459906757441,1889.1691745007977,0.009248901427083,0.3899999856948852,0.3799999952316284,0.4099999964237213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.027169906497944,0.1475087845625372,215.1050324029048,-68.66067329314288,0.32643,0.3155,0.33689,10834.06,7.756808,10916.903290060924,1365.069141701446,2081.665424779836,7.716591084289663,0.2867515665128906,0.2476447501936887,0.4522973035821759,0.1235209484678426,0.1347744120889857,0.34123455511005,0.0499092202873632,0.0237089884745429,0.397732487217182,0,1.0731620197032363,-0.135297101805595,1.1709332066810223,,,,,,999.0,11,DA,GaiaXP,H,5846742690899897216,2.815693,18.899658
10045,5847113883474732800,2016.0,207.1507394478177,0.0892435610294342,-69.52489977957671,0.0966539084911346,6.003060088100827,0.1202708855271339,49.9128303527832,15.90816879272461,5.642423417994886,0.127552792429924,-14.873899837452711,0.1381266266107559,31.0,0.9939573407173156,False,484.0,786.4529403305067,1.1429754495620728,688.0750732421875,18.448184967041016,47.0,537.7456153880657,6.66331672668457,80.702392578125,18.51210021972656,44.0,343.2930975511257,5.832529067993164,58.858360290527344,18.40873336791992,0.0,0.0,0.0,0.0,0.0,1.1202688217163086,0.1033668518066406,0.0639152526855468,0.0394515991210937,307.9250722638408,-7.20921686740637,239.05288507320105,-52.75210047912724,0.0019726173009694,1145.2038295424836,1950.2846726480848,5.233324127613092e-05,0.0900000035762786,0.0799999982118606,0.1000000014901161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.146958182019687,0.0330712613899184,207.1507394478177,-69.52489977957671,0.17231,0.16341,0.18222,11034.95,8.246138,11622.838539492952,591.950634501598,717.1196343269694,8.31985779704214,0.0793023506804608,0.0743325377412755,0.8048460814112324,0.0525882755901629,0.0495916141080682,0.6800603889420643,0.026039577651469,0.0169331830621402,0.2043519099730388,0,0.2622736315836462,3.509563121666265,0.2204204135569569,0.0454656060149419,0.2916113263385314,0.0726342473880276,0.0523944742751829,0.9716717152805956,0.0745819454173807,0,DA,GaiaXP,H,5847113883474730880,2.564083,16.089401
10047,5847586845281627264,2016.0,213.77085129836263,0.1073528081178665,-67.94534182452092,0.1173459962010383,3.062485924010041,0.1530444622039795,20.010433197021484,10.838817596435549,5.55864008496536,0.1312096267938614,-9.30491770843403,0.1442598402500152,95.0,0.970040202140808,False,517.0,657.6236015208019,1.16450297832489,564.7247314453125,18.642423629760746,59.0,478.2948632151202,4.65785551071167,102.68563842773438,18.63930320739746,57.0,334.85173334517526,4.682437896728516,71.51226043701172,18.43576431274414,0.0,59.0,0.0,57.0,0.0,1.236492395401001,0.2035388946533203,-0.0031204223632812,0.2066593170166015,310.6816626606008,-6.341059518513392,240.8730129762696,-50.113855816349954,0.0020051189361859,2398.892129101083,1946.146644127696,0.0002410999857236,0.3799999952316284,0.3700000047683716,0.3899999856948852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0108735702660674,0.1023706323475596,213.77085129836263,-67.94534182452092,0.33229,0.32698,0.3376,10910.64,7.242069,10792.60753816842,785.7735394446354,1143.3685744523154,7.089976613935973,0.1348733944294773,0.1424238457512343,0.2401363697488476,0.0306280332652559,0.0399137782720444,0.1038613095288025,0.0411008960843256,0.0173458625220263,1.6841182997982704,0,0.2660993333210761,-1.9785719396277333,0.3467747895051638,,,,,,999.0,11,DA,GaiaXP,H,5847586909674055296,2.8523407,18.427065
10051,5848744631019491840,2016.0,224.1013895117468,0.1840140223503112,-66.12598680517308,0.2304780781269073,3.1075710925426216,0.2945561110973358,10.550013542175291,21.317556381225582,-6.000212124016243,0.1961773782968521,-20.45570021655864,0.3022335171699524,31.0,1.0028109550476074,False,608.0,264.717228077166,0.6462914347648621,409.5942077636719,19.63041114807129,65.0,166.41727112649875,3.597879409790039,46.25426483154297,19.785545349121094,62.0,116.60906403943572,3.527286529541016,33.05914306640625,19.581064224243164,0.0,1.0,0.0,0.0,0.0,1.069164752960205,0.2044811248779297,0.1551342010498047,0.049346923828125,315.1228965019119,-6.257746995940921,244.9607332172186,-46.63060778253385,0.0013098881817615,1394.708575832939,2163.870606277409,0.0002408705920336,0.3000000119209289,0.2899999916553497,0.3100000023841858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.332205471084244,0.0654068133028709,224.1013895117468,-66.12598680517308,0.28508,0.27645,0.29483,10973.85,7.954308,11104.955276317509,833.0749447592098,1052.116729454856,8.10939509651764,0.1430634416559568,0.1346856302258707,0.6688311995653649,0.0877525945139735,0.0878700587725643,0.5557092151560689,0.0245942576890283,0.0168096337591178,0.8243426072332528,0,1.6735542567182389,2.657121633359345,0.613013370948774,0.2976679677940335,0.6548539427902149,11.46272010714641,0.2986822669023122,1.2105631579462837,11.462732432477246,1,DA,GaiaXP,H,5848744631034980096,2.3655806,16.662762
10071,5864719706015177344,2016.0,209.04414629132185,0.0850577801465988,-62.68980810732176,0.0924887582659721,5.549812813149293,0.1451202183961868,38.24286651611328,37.7540168762207,37.59010571402523,0.1034250929951667,-3.5142143225545537,0.108684666454792,31.0,0.9862819314002992,False,707.0,752.9936922422366,0.8636358976364136,871.8878784179688,18.49538803100586,74.0,503.1454074594172,5.350661754608154,94.03424072265624,18.58430862426757,72.0,353.14254794358857,5.647631168365479,62.52932357788086,18.37802124023437,0.0,34.0,0.0,31.0,0.0,1.1371781826019287,0.2062873840332031,0.0889205932617187,0.1173667907714843,310.279955588398,-0.7452934127690608,234.28042676748723,-46.60322126905783,0.0017769096957272,1147.416588881318,2443.983306119145,1.484463656671526e-06,0.0599999986588954,0.050000000745058,0.0700000002980232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.532003442509354,0.0305667973201246,209.04414629132185,-62.68980810732176,0.2247,0.21124,0.23919,9583.399,7.891123,10445.85749673237,495.0234638704969,529.0675862198204,7.977056430301859,0.0996191849799688,0.0917048823351471,0.5877446961975512,0.057635281896206,0.0559960362753236,0.5479701515098523,0.0104933826756794,0.010152338347968,0.2486407718172797,0,0.5007409374127366,1.0414830251742069,1.2306945087239864,8.882084505700302,9.899028476279542,69.030386453303,8.882090704191292,10.446998627789394,69.0303871998581,1,DA,GaiaXP,H,5864719710332671616,2.2538548,15.704787
