,gaia_dr3_source_id
27358,2448482961923062400
27360,2448482961922816512
27365,2876719685557466752
27375,2416481779075909376
27377,2416481783371550976
27384,2414541519009830912
27390,2767874910650727808
27407,2308456483928607488
27412,2847116297051972992
27422,2847009438265834752
27424,2427847052815180544
27466,4904769883718299520
27484,4994673612331076736
27511,2861792754354276352
27528,4991573985973695616
27539,2876068229214775040
27543,4994964020839653248
27565,2861820444007540736
27567,2848600328513294080
27573,422907940534556800
27579,2310115848838342528
27580,386907941268005504
27582,4922886360715112064
27583,2861598583177339136
27589,2740894540280319616
27598,2544566603015036672
27606,4630008761229904768
27630,4994751093541357568
27654,431317280339793792
27657,4905784007100613376
27659,2848951970370040192
27661,2800491235893828608
27664,2740676188435713664
27668,419990695670004864
27680,383748460246940032
27682,4976685056643780608
27695,2769690101268873728
27699,2798541595619558528
27722,2365306251607092992
27725,2875618627744239616
27742,2856774441550470656
27743,2308556539486596864
27752,2740492325179983872
27757,395377513698597888
27777,2769377629512826368
27785,395936336190800128
27786,420531621029108608
27787,385453248730005888
27791,2859947872628008832
27798,2856711464445552256
27811,420670095068644992
27816,2309079185466853376
27838,4901194301968499072
27846,2431129163744714240
27851,4977418740133758592
27872,2429392661221943040
27873,2429392656926964864
27875,2544797603535982592
27901,2365465955670181760
27904,2545590733671247744
27907,395148849647386496
27924,2863487028760318592
27947,2309993287652412032
27967,429122930011556736
27969,2320262794974771200
27986,2365285768910490752
27989,2751887427468160000
27992,2361123984252160512
28003,2876670344974144256
28006,4689797145532072192
28029,528293931030027008
28046,383396302991862656
28055,2541713713937928960
28064,2365377406330609920
28084,4703409653534701824
28085,2316090938621627136
28116,2752278436995987072
28125,2855640226586651008
28154,2430880467959995264
28158,4706741757881272960
28165,392838118576819200
28175,2876148734080688256
28176,2876148729784835584
28207,4977158774356319232
28212,2792534169027137280
28215,2800975806989010688
28236,2747611250653031040
28237,2424913628807069056
28245,2548191009952925312
28275,2856683633057098624
28306,4972589272746966656
28331,2540555790755342848
28344,2855386170682263424
28367,4900838098856778112
28389,2360440053660772096
28429,4923441927621399680
28430,4689544257856868608
28431,2857527263418542336
28434,4689543506237079936
28469,2322162751067202304
28470,382089499063038976
28471,4703087561051387776
28481,4993384095644932608
28486,4900789204949080064
28496,2747684849212364928
28497,2747684853507815552
28501,2368396562180429568
28530,2862525471479650560
28538,2857195348345649408
28541,2857195455719309440
28544,2323358366883484032
28553,2424897475435562368
28556,2548740039916337536
28579,4900583282744063104
28592,2855533608318920960
28642,382606097730774144
28643,2321867364691723776
28644,2795704443302719744
28647,2548733167970337664
28648,2424880574738721408
28662,421160060640125312
28671,4708265887156972544
28688,382590743223001472
28701,428086197925129472
28702,428839049848462080
28726,4924313836045219200
28745,2360890750348085376
28758,2363797408121079680
28767,421909004161159424
28807,4689632326166605440
28810,2793351969455244032
28821,4630877237976866816
28822,2540822937721559808
28825,430337787280930048
28833,2540716216374137984
28877,2543653978300417024
28886,2318718427814528768
28899,4920160332088386304
28904,2367473247290858624
28918,2780308256857006080
28936,5003798566704875136
28942,2856311306636609664
28953,2322328678538734720
28966,4906307207132391040
28968,389469391043965824
28975,4703464251158954496
28980,2858833208354052096
28993,2794800056333855232
28994,2794800060629297152
29010,391153430541142656
29011,366085183901981440
29034,389128744302965760
29038,2807026320692506240
29040,2543559141125851520
29043,2360644799046364416
29046,2322363721177315968
29047,2346893104038050560
29048,4980004477949071360
29099,364889254553557632
29105,428567401760258560
29106,2364272573237917952
29107,428567406061520896
29108,2364272573237917824
29112,415937178545266816
29118,2749781068130558464
29120,2426961705437172992
29143,388602146952607360
29145,2858036234222465664
29153,4926226299082702720
29171,365324386280312576
29190,5003923460058007680
29197,2751245651978394240
29208,2319333093469305984
29209,430291749532144128
29210,2363075200780106624
29219,2857547329505058176
29223,388450929744571264
29231,2751252489566343680
29232,2751252493861856000
29273,390722211528471296
29288,2373440644787154560
29306,2364311331022888704
29313,2427145530036978816
29317,424964924927327744
29328,418575830358576384
29336,564900761927022336
29342,2796640299496323072
29347,389155029503325184
29349,2317568819688375424
29354,2779651814055367296
29362,4980490466383789056
29381,2350145326289909504
29394,390689397980291072
29398,536985471667243904
29401,539127109860483840
29406,2527496513195191040
29423,4702387447023742592
29464,2858421441254970240
29476,4975562627069335040
29525,2542955234365003520
29528,4924855208084524032
29534,2750146930624898304
29537,2750146969279831296
29560,2806310603047483904
29562,2317685436639994368
29568,365890566051365248
29572,4683935717763550720
29617,2318209903686296448
29618,2318209907981350656
29621,416084921124152192
29626,2806739000264778880
29642,390493478751885184
29649,2529964882439353728
29665,368382166771642240
29674,538576842945740288
29699,418491412783587200
29717,4702536293409231360
29759,361680982703123584
29761,2806466699339843584
29805,4907169670925418752
29825,4999520538759053952
29839,2350715796730263168
29862,2556086220698461696
29867,390019142564195840
29872,427008088110033536
29909,5001179770525584640
29917,4710021772865565696
29924,2775987347958346112
29945,2377344185944929152
29954,2801349056826994176
29960,4925259145462443648
29970,2781085401124115328
29973,369163193689359872
30001,2776464261127797248
30018,417094101003315456
30021,427176661291873536
30023,427176661284417792
30049,2776341145888781312
30087,2372651435956390144
30153,424502747789877760
30172,2523851803947248512
30174,2349597284167363456
30176,2808247220982638208
30188,2342152387858446848
30194,5002889304947556352
30207,2343822172356790400
30208,2550869557716369664
30258,2776164811713208448
30270,414994995864766720
30310,4690089615625487232
30317,4617812054836337536
30319,2801415714718793344
30325,2804717616856619008
30334,2782043556789249280
30376,5006862630732813568
30384,2802336212109700352
30393,5006873312316875520
30396,426732767830736768
30401,526191462937594624
30406,360858032611192576
30415,414975548252028544
30420,377490173204283776
30422,2581715630583489408
30430,2809010247690256768
30431,312325589359597952
30435,4926630060368578688
30480,4985622780504009216
30481,4920861030231860736
30486,415107455287526912
30488,4705170310952656512
30505,2781575409648123520
30523,4987088837525409024
30531,423640631895320704
30545,2777645067895669376
30548,2777645067895669504
30552,2473840350055572352
30563,424459076562158464
30567,4987071932534046592
30572,2582632107885049088
30586,2774832139194763776
30590,2549827285118953600
30601,2376490415165540608
30665,566374176233595008
30687,2524607924349977728
30694,4987563830844953088
30704,2801953101027001216
30705,378192593631003264
30722,4908694659192071296
30732,374092957154977152
30735,374092957152206592
30746,363066814030170624
30752,361054432874158848
30765,4932878619308493824
30781,566469013401234560
30808,362614021399794176
30810,367799116372410752
30820,4908884011415732608
30845,2789844733521484544
30852,574070177802252288
30854,574070280881467264
30866,4932697238547542528
30873,2344155045207252608
30874,2524394000619171840
30876,4932692836203842560
30877,2344151991485320832
30900,374254619721557504
30903,4631088756525786624
30930,2357555003868432768
30931,377231345590861824
30933,377231139432432384
30954,524176156904148096
30970,2524510205254222336
31032,311729207384483712
31041,2791520694184340736
31043,2791520694184340480
31049,2577474470638597632
31052,4931501588370743040
31068,2345088259997529856
31070,2345088259997529728
31082,2359099371028711808
31084,2345026854849021312
31091,364430311528707072
31104,522824517819155840
31121,4981235900910296320
31134,567094287624818304
31149,374811767174987776
31153,5003118862360177152
31185,5002319517407730304
31187,2804140583705710208
31194,2581458104344982528
31209,2524942107165434624
31215,2345192163846102144
31222,374383228223674240
31227,4710499334574162304
31228,2359214952893456000
31229,4907699223213362432
31230,2359214952893455872
31246,5001812466452392448
31250,404301046987377792
31272,376506144656994432
31287,402626280325569536
31294,370958769192327296
31307,4927280631949356160
31335,5033961366110081792
31341,426623808797849472
31383,2344901720977366528
31405,4687409663432287488
31407,376481886681299840
31413,4690585426656351616
31434,4690585465314600320
31440,363276202276103168
31443,2344828740892209024
31454,426382706518452608
31483,2532398587003795328
31488,2790494815860044544
31491,2790494850219788160
31510,4617470239864728064
31526,425760004975732864
31530,4705980238705783424
31551,2475248545276680448
31552,2539811387023086976
31557,522518883651891584
31561,4932097759894843264
31562,4932097862974059008
31597,2791988540677395712
31604,4616696733434437888
31607,2468096015979417088
31628,308486266553392512
31645,2576089944980543872
31651,313031961155966080
31658,2531029965609341440
31664,4904042827358817536
31670,4636065249232359552
31674,4684781517084823808
31723,2359384522498140288
31728,2784980799022628352
31732,5014009353235167744
31735,5034518337468928896
31749,4691865704861089536
31751,2783444265882515968
31763,2564046444365833856
31775,2469900009618822656
31778,2469900005324049280
31801,2476465876447543552
31802,4932059178205795840
31811,371028412087446016
31813,2591056840854977920
31827,4636140531422875392
31828,5026281655347976448
31839,575658456708126208
31845,411951822555835648
31862,404943058702934016
31888,2471634484916286336
31926,4687445500635789184
31949,4909000048547039872
31961,2358294421142854272
31963,2563779572277485056
31965,5033414217343062528
31984,4692181440791789824
31989,371160628361545216
31991,371160628361545088
31993,4988805797946433024
31999,562952564763313408
32001,2564020159166337024
32017,309695832425488640
32018,2456083168546096896
32028,5040785485028162944
32045,2783805799049284224
32050,2351525002929007872
32084,2576762266276447104
32085,2579867385898745856
32088,5014081508685988096
32104,2784349060875289216
32111,372730975779114752
32129,2562919651106682368
32141,313996228559363840
32172,535128465245309184
32178,403317117225484032
32193,4935127949516116864
32194,404126941898471424
32196,2533633780942700160
32235,2590924250920129920
32252,2353418018357112448
32253,2353418018354668800
32256,2533686798020139648
32260,294738729074314368
32282,2591573203298626432
32303,5012923134530380800
32310,5029550086804639488
32316,2580514624584028288
32339,5039818739429492096
32345,293251570878605696
32358,403073437965620992
32366,4933699267299827328
32367,4933699202875132544
32375,404105368281380736
32376,2786000767856737536
32385,5030450797280796672
32388,5013842910367019008
32396,4630289759464850688
32397,4933990332940604032
32398,413865763063876352
32400,2482813425794003200
32401,2482813430089468160
32417,5028370104669522816
32419,2786782250040683008
32434,310735974718012416
32440,2482796074128506880
32453,4985481905578060544
32457,413216162154257536
32469,4690700776585236096
32475,5041666743597888000
32477,5014743376030204672
32480,403860108465501952
32489,4930699254120278272
32493,4934982161146053376
32509,294902659385996288
32512,397683735041205632
32513,310420410587121920
32514,310420410586857856
32526,510991333164269696
32534,2580481291342927232
32601,2590545396149818240
32602,372516807234476928
32631,2454507602744210432
32632,2454507598448711296
32638,4929561740621845888
32642,403816845261175552
32647,5013488425240882048
32662,398277608759124736
32668,2534148150521389440
32682,371742098213216768
32693,573260181331987968
32698,2559512165787198592
32699,372445957453382400
32739,2354999360888877184
32744,4929599433253122944
32746,2579197611518740992
32748,5029149662709768704
32750,2566010962406696192
32752,4716540090112967808
32753,5029149662709768832
32757,5009199642699697408
32761,2485211533668928640
32770,309158931447100672
32771,396730428396610048
32785,2559244121172672768
32794,4984244267802428032
32795,2470416951882130560
32815,2484881160489352192
32818,4687371043063125120
32821,5029260644663277696
32823,5029260644663277440
32834,4915295332436683776
32840,396630024944732800
32849,5013627066785378048
32860,2534319124579003008
32867,289415099930938368
32873,510693533011675008
32878,575426249301644672
32882,2484109681283815168
32883,400698772021103104
32884,5029375436254309632
32889,2565178013629691648
32901,413058584091792000
32933,4637598659932556928
32934,309303306772749440
32944,4909564437314321408
32955,4909560795182000512
32990,4715775581638569216
32991,4715775585933358720
32996,413040858770727168
33105,565463127766362880
33109,5035522260304177152
33130,288547550896750720
33146,2592165217297601792
33148,5015089348532586240
33190,5044022447260666496
33198,2564819401040308992
33199,396567490220005632
33213,2585493625551477632
33244,565244737268079744
33279,4930886514694162944
33285,4934783935520992640
33298,2560208465885160832
33315,288287451972695808
33324,5011753945649524352
33336,319016667370280064
33339,290410535910963584
33343,399023455600154624
33386,2564851394251630848
33396,4630693791333016064
33398,4630693791333016192
33400,2564945432560219008
33416,4960003708604687488
33417,5035875031739240832
33423,2560000280229897344
33432,5043742960853131008
33465,2477828308798036352
33512,2450622822004756352
33518,288885272765489280
33529,2559885724862898304
33543,4909733349787996032
33570,559853522521229440
33583,512975019637884032
33585,512975023938038656
33586,4912716707086554880
33593,5008194375537560576
33596,348345659004467840
33599,2480799056067605760
33603,5008585423720471808
33611,519434242427811712
33641,4958826239025726848
33650,2478077382536463232
33655,2451080424999469440
33668,4912408362795672064
33682,4633437622600713984
33692,5037650983536025728
33703,4916136630630336512
33706,4912652729255137408
33720,348814325836133504
33724,5011392309403002496
33794,409667213493951744
33802,2480831006329248000
33829,409607010932209280
33831,409607010932202880
33838,4960572366570151680
33859,2571895960955776256
33872,4930314596847855488
33878,4637756366835370240
33880,4688236015113221760
33933,96557977280459520
33985,5010328978579650304
34012,4916660930173446144
34037,5138747607375646592
34060,96399200929308160
34061,2568552487829583616
34065,4636909021327178880
34072,5012500509748627584
34073,5012500514045368704
34075,5142354722777508864
34087,5012487422985041408
34097,4954268041775746816
34129,409400508902600704
34131,566019446288737536
34132,5037339787384889216
34153,406339124937034752
34172,2512247970544662912
34174,348668335602792832
34190,2508550832631950592
34199,305432716606708480
34214,407967398578801792
34217,405374818877376128
34221,5038246089908917248
34246,5140444218241619840
34291,409268567509898368
34293,2465366620097870464
34304,5142056652043760384
34310,290678477446232960
34335,505978247327472000
34349,4955263026782810880
34356,4962336734840477312
34389,565923616978745472
34476,4962274032612481920
34491,98075028448822656
34493,2511923996866928768
34505,2453004054952783744
34510,5037875455706805504
34528,91690164426711040
34529,2588340119422371200
34530,4941686944398117120
34538,2509130477124083712
34567,4959254739322877056
34575,4942094553974026368
34581,5011284454183157248
34591,5011040461385764736
34593,4961001485343838208
34609,4962121814676810112
34625,4712727980220151424
34633,5135479648364837760
34644,5142948772585882112
34647,519633696414943616
34654,508202348897683328
34656,508187406713687552
34666,4693974052766730880
34685,304311798860298880
34688,511744391246281216
34692,572443209830549632
34705,98159141089386240
34712,5140933603995526656
34713,5140933608291107200
34714,4711565418472312960
34727,4717562498487536128
34729,4717562498486739456
34741,357569771288217728
34747,518201792978858880
34800,4719590788203965440
34828,5140868938967811072
34841,2569277680172652928
34847,2567985857088744064
34850,4719299997441556992
34851,298178379402860288
34871,2512937604853414528
34900,2511698730127447424
34902,5019163825090490368
34920,4942530548989184384
34930,504685938912308224
34936,2573966410070436224
34954,97294340834478208
34964,2504876741512820864
34965,357479272034582528
34979,346041636683590528
34982,97082173743761152
35017,2518936059258271232
35025,4960915478622494080
35030,5017210100303920128
35069,299129182083300352
35079,4942195988218119168
35089,5018075759550468608
35091,304578155551739648
35114,2567244958050861824
35142,4719760486655533568
35150,343397586099356160
35168,300721515441972608
35170,4957379552306648064
35177,357623342415672960
35179,4713428815803710080
35180,4714360510173404032
35182,5149221482127801728
35203,521406968154191104
35204,521406968152848640
35209,4636644593077501056
35212,356649415633450240
35233,508627344501773952
35267,92630590465904384
35268,4969513973083878784
35275,2574640827310228992
35283,2567879174396643072
35284,4967882469627176448
35287,2505031119818267136
35291,2570595204340077184
35294,346662512860939264
35316,5147930591051748480
35321,4968770565784701568
35323,76977912867771392
35341,345808570283216256
35347,330963788918446848
35356,359329470930119552
35365,559299750914631424
35375,2569398935690514176
35377,359862974586350848
35384,2463426497470288640
35393,2508290557613898752
35400,356839042732924416
35420,4969237171031590528
35421,4942340024239983232
35429,5136905543147266688
35443,521329590020172928
35452,508832373363841664
35470,518966292856747520
35476,4968002655697225344
35482,4714404799876372608
35486,5136492783904813824
35488,4967581306520302208
35495,4968004755937495424
35516,4937259348511891456
35536,522336364715248256
35538,2490965587254812160
35551,559439835566125952
35556,4958441031999135104
35572,104504697569991040
35597,78413183563424000
35604,300356718095890816
35607,2514544064356385920
35629,4968426689228543488
35637,4637075292396134144
35654,520568216875161088
35665,4964509614631078272
35672,456520182792752768
35678,5020119579868434944
35694,5021102337104934912
35714,2517771401566875264
35724,5147811152306434176
35753,5122458342610235008
35763,5151337874507548544
35767,5019466877983641216
35768,5019466877983638784
35776,4964602828304856320
35799,5019857204610920320
35801,4697986312429648000
35805,4715162225948611328
35819,4968041688359665152
35828,2494399362068211328
35836,359158668669356928
35861,2461901985944862592
35880,4715260327298135424
35882,456032377587254784
35888,4693242740095396352
35899,73226890294396032
35904,5148232991109667328
35905,100695959227060480
35916,5118133276183878400
35933,4964256344703056896
35935,4714951635112582400
35948,5148399150509370240
35952,4632020287689016576
35960,80204842056314496
35991,455168200100958336
36000,5117357983046828416
36002,4739285476703611648
36004,4742785222214182784
36005,324567861060784512
36020,2486388560866377856
36040,2486390515077933696
36042,4699581154045829504
36044,80591797134302720
36054,4939671509519402240
36055,4939671509520811008
36064,325647757573153280
36086,2507025393392376576
36107,5145318765604748544
36152,4939768163463128704
36167,358638668389762816
36187,4936761411478319488
36198,80926701504179584
36199,80927083756894080
36205,4938562201071206144
36217,2486041832451829888
36221,4739247032451534848
36253,561233654425331200
36265,4619957717419174912
36284,326189816806586752
36301,4970188626547260928
36322,4971571880894586880
36353,546062588690052864
36369,75839334216914688
36374,521290596013802624
36381,2513210043219268096
36385,5146892548996959616
36397,5119965406153172992
36415,4742547869437542912
36429,355547155224747520
36460,559187222769519872
36462,73126873390979072
36465,458263011801000192
36466,2487100490353908864
36482,4742937229696328320
36489,5123955362051779072
36490,331610271693384576
36495,79407623111414656
36505,559185332982600576
36507,2486660926220785920
36509,106402935675615104
36511,5146493662498666752
36512,5146493662498666624
36541,4963533213945847296
36560,5130742784769630336
36568,455517329408362752
36569,2487080669076532608
36583,2489799344719651072
36593,4940410931088815360
36598,72633600692215424
36605,4699771644435128064
36608,4699771644435128320
36621,4746060495554048256
36668,4696450599628588544
36685,75596273428325888
36696,131978710009614336
36708,99915890086770176
36714,5119666025457517184
36715,5119666025457516416
36730,520790043346964608
36734,2488754366292015744
36735,99917779872376576
36761,4939930650666279936
36762,4939930650667746304
36767,23840470107101440
36769,4940155500795290624
36770,4940155500795290880
36771,22855208904337920
36774,74803108933097216
36775,2490455242060751360
36776,2490455242060072064
36795,87577269383664512
36803,4643341924559988224
36815,4965539101112652800
36845,85649413183595392
36857,4965665579309418240
36858,23832017611456768
36868,339492017717622016
36869,339492052075797376
36872,5131731035268115584
36874,5131731039563630720
36894,5068272313649319168
36896,5068272309354414976
36905,5145369862831234304
36946,458918836127254656
36950,513557971255935744
36955,514466683260339840
36966,4644998059654102784
36969,546656707224057984
36972,4632909822659080448
36974,5147088326490434560
36990,327426526869286656
36993,4951389619117196928
36996,4951386664179697536
36998,2517190657563948672
37025,337931634623290624
37051,568658690807680256
37068,5119295082016649472
37077,5175494484271615744
37118,4640244497224197632
37122,4966305490779907584
37141,5070005247053743360
37183,19693180966870656
37185,517636025520734720
37218,19247810039585920
37225,75004701812799360
37231,4644957553816692992
37238,327081379001288448
37243,340379250584988544
37246,340393475516829952
37262,4725527841755869440
37275,4744980848149984512
37279,4938950436050078720
37289,4696402186757847936
37291,4696281721514576384
37292,4696281721514576256
37310,5146195110731883520
37319,4725852403843324288
37335,89918924208626816
37338,4725938195815504640
37354,454047312426322304
37356,4950192461407964544
37358,561701011292002432
37391,4752797826067491200
37398,4617017515950873856
37401,334653200186823552
37406,2496972013118785408
37419,4746476317108135424
37424,451277681288060160
37430,2500203890109764608
37431,5063316986547228672
37432,340111420721666048
37452,4745497103220803456
37495,4752788892536907776
37496,23283704907067264
37501,546779813870902400
37502,5133180122874161920
37524,4646960550470545920
37535,4945167276657940864
37536,4945167280953805440
37552,5130348433755930880
37558,4726265201739972992
37570,4745205698279549312
37572,4744728853829024128
37574,546779199690850432
37585,5127242248983674752
37591,341762436212834816
37595,464169897501475456
37601,27015245508396544
37611,334969172340018304
37616,4640354104789670272
37620,4639913917886657536
37639,18493721155296768
37643,5062113639787751296
37653,81102077903961984
37683,4620033098389147648
37704,5177859052746654208
37708,464384100412451840
37713,4953558203939284736
37716,88699119136916480
37717,88698908686586752
37750,5062948237833763840
37751,5062948340912201088
37806,5125299545081073280
37821,2502834604822566400
37829,4948650018394764928
37836,454793399779351552
37837,454793399779350016
37840,4945568602697691776
37843,5126099547164338944
37863,21847265979206784
37865,4726023584060047488
37874,32682437674901248
37875,545940164944375296
37878,18711282723250688
37895,5063163948266717440
37917,82063944420504960
37929,4948566348134754816
37933,516520193018084736
37958,439057090578300416
37961,452633958942048128
37962,452633963244401792
37972,4753402145146316928
37977,5075864024827241600
37985,130407271673340800
38000,4751618118810672128
38002,451109524729369984
38005,467760116503727872
38021,465606203288064768
38059,129632764512293760
38061,467644392913965568
38063,5069637804011629696
38066,5069637735292759040
38067,5157012831975090944
38068,5076827338747263232
38069,32926456241929984
38076,4952546447084718464
38078,33554517899463040
38097,130379302846419328
38107,4753068202850533504
38112,464093447086641664
38126,5172481203936294784
38133,335589438631822464
38148,5156966923069963520
38151,4741775973618751488
38157,85552175124973056
38158,336822437843558144
38161,4748300097660782208
38166,5815866755599616
38169,20284305905758336
38180,460882293316868096
38190,5048963923097725184
38194,5077250131032635136
38196,5077250131032635008
38204,5077359154482959104
38213,5129571869309586176
38217,337690601058203776
38221,114808397128552576
38223,22087852867208576
38242,5156651844270134912
38254,2497677379892554240
38255,5064735768858491136
38266,5048602355571627776
38270,4947420691378204160
38276,21213805547771904
38282,116324829820500352
38286,4644234173950014720
38287,4719859820691584
38292,5158548265604136704
38304,453671867854887168
38317,33253423512060544
38343,337485958752166656
38351,4620640853441445120
38364,5474605834008192
38379,5158584274609992320
38382,337376007589716864
38388,464440484744163200
38400,140562219332587008
38402,437763686950231552
38418,516264071231809664
38420,4740683681830793728
38447,4645881246663066368
38454,464676085178192128
38464,129439563998463616
38470,84374151493849984
38495,113652771751937664
38512,2497895053130247040
38514,4618570747924780544
38519,4721828191286828672
38522,4721829664459413120
38552,142994686944818688
38580,433960819825678848
38582,5184341945102797696
38586,4640488309632641152
38589,4947826789126055680
38593,4720193247560135936
38612,5052391208218637440
38613,468326880383720192
38616,109224626110876928
38617,32129005369127552
38629,5065077304657629184
38632,549206401673285120
38637,109247788869176448
38650,4755647382251174016
38673,4755598930723584896
38691,34947633491917952
38696,432631956942761088
38699,4645812797770352640
38757,129165712589501312
38758,115359939648774912
38775,4721806132334885760
38780,129072494619153536
38790,4722012561347029888
38816,437621708214902528
38818,5079145173683257472
38854,116864758749758848
38859,115344095513403520
38875,439106255068463872
38879,439106255070458368
38891,5072775393585515264
38895,4646020811625706752
38896,4753655165964785536
38908,4753984886310003200
38920,4720225240771609600
38952,143563478052546688
38969,4726644735115024768
38991,143817499597885824
39002,4640413577202329728
39011,7027562929324416
39042,7033270940879744
39070,4851800979770492544
39090,4719817867418634752
39111,5047757793202041984
39118,5182614440536879872
39129,4639200025602396928
39141,468035574228302592
39152,4747052564280554112
39155,5183039165557720448
39162,123169594646720128
39178,5103841132555777792
39183,5059111354565930624
39199,4851536341065029888
39204,4750614226039509888
39206,5074883741491785088
39237,123154618096670208
39257,135683720597931008
39270,447107645997171328
39274,31322547949728256
39297,439717961490943104
39303,136137475303027200
39316,5152846503245405952
39338,5073586798807216384
39354,5154681278914176512
39361,4723479447297071744
39392,5073401672831650816
39436,137461635195495680
39443,31047184711544832
39444,31047257726638592
39449,31067426892323584
39450,3267349950425598080
39494,4723389085481331456
39515,4850463492593066368
39516,139162712826495744
39551,439872275376398592
39553,5167439672539923456
39554,439872275371188608
39556,240835034083922304
39558,240802426691794176
39573,137481559548474368
39591,238906387610412928
39595,4620279221491091456
39629,446203228969067392
39639,445943327607739520
39649,466850064475199488
39669,17293531198591232
39674,5167370055415132160
39677,4720605839298874880
39721,3262071336835328512
39730,31156178097394432
39731,31156173801575936
39733,125315772624513024
39756,4639775624235504896
39761,235840781689958016
39783,434857952593321088
39797,123478596069419392
39798,123477840154269184
39802,4670644443248889600
39805,110925574893371776
39822,3269036738701508608
39855,29942587842779264
39859,5106380802552582784
39866,4613612951211823616
39872,4730277006138022912
39881,61934562280099456
39904,435185607062800384
39911,5061866073574856576
39919,5168260419316083840
39935,3262705170928796800
39938,239523454152475520
39953,137974690513728896
39958,3266140045253880576
39971,4641329405963444608
39984,449533958925653760
39990,5106424679939403776
39999,4642153627368210560
40002,118393560949382912
40009,5074140677789997312
40019,490974032483671424
40021,490974032483668352
40030,56070969848079488
40032,56070969848077312
40056,16166875378033664
40065,5053332866912186496
40075,3268696199335140608
40088,10285381522061568
40096,9500914335389952
40124,5053532153393376896
40152,4736689499684762368
40161,17483647926494720
40176,5098158203628352512
40186,5169997922565331968
40197,3261154374201832064
40208,4670738485853182464
40232,4722290394191659520
40241,441716426956171904
40252,5060277798964008320
40256,435355820907955200
40272,119265091417055872
40279,3261144963928671488
40303,463580907161700224
40318,117132318032317184
40320,462698789598718464
40322,462698785303228672
40339,5059839265625633408
40340,4860922420859790464
40343,242769594727612032
40360,5099005961453725568
40369,435348605361084544
40383,3262517837340737152
40388,4730343217352977536
40401,234331697683402368
40410,5164788062810835328
40424,42174998299513728
40433,241114554856585984
40436,5060446672782990336
40447,5162995717123669504
40457,241792639992102016
40467,3261460141513501952
40471,16426811093797760
40493,4847824630326516352
40497,5168084158153227136
40498,5168084158153227008
40499,61458615479011840
40516,4734047403307929472
40529,4735885340073320576
40530,4735885340073322880
40554,5060862189396279552
40558,448399808382798464
40580,61382405581323008
40589,117690801219527168
40594,4737241003549876224
40597,568524546093881088
40605,3264017609855236736
40624,462663845745514368
40631,5060587895604134400
40636,491551555263096832
40644,487956113581651072
40651,554350711636659328
40654,443274817182425216
40656,3247469130928600960
40657,3247469062209123072
40673,5112950075290631936
40690,488016659738326784
40693,4729167873782614016
40697,5100708731302235008
40701,3264913711832081664
40703,4615583615350090752
40717,3264205415890602368
40724,5112762608559140096
40730,4846911795159104896
40779,4729070979320996096
40793,5086595228253130368
40795,5163781391195902464
40823,4735583528426051584
40824,448560410099145088
40838,5055787801497769088
40839,4833967725801565696
40841,3274640915108790144
40844,3264871552432918784
40850,4615559602188920064
40877,3263351198434024576
40878,3263351202729621376
40881,248883905877197824
40882,248883905877197696
40893,3261358750220612736
40909,445011938180611840
40910,4730524881586214016
40912,4730524881584955648
40920,3275427718757784448
40921,4613523856408757888
40938,4729108809392699392
40944,486485177477467520
40952,56529573573742848
40955,568072238794453120
40963,5100749477657526784
40970,5111719820563572096
40971,56413781254648960
40981,4859621290581017088
40992,4736235126505460736
41012,494588715616761856
41020,5086263828573635072
41022,3249027001465705088
41027,68500605202966656
41038,4859445776742511744
41057,5086417244804970496
41058,4730617824678497664
41062,4612642524824456704
41072,5108515401299419648
41085,247706122766243968
41089,4859543053458153344
41090,4859543049164608256
41098,4729763229265811328
41103,222620047718000768
41123,4848349475331558912
41125,488173610727575936
41126,5163575262830783232
41128,488173610730674816
41140,4674715698584841728
41147,217394549985701504
41150,4834487996663371776
41169,4674718722241019392
41175,5115311959411507712
41210,449019731082892288
41214,4672884766910180608
41224,3243842361760113408
41233,69427837102594432
41263,4832891574499721856
41281,41518658576469888
41282,486624570643808128
41283,41518658576469760
41284,5100996425395376896
41293,4863323277513982848
41297,5100998383900460288
41303,555726333826431360
41313,4673045025025423232
41323,4856020557503806336
41342,4674418177609112576
41346,4848810205061914496
41348,4848810205061914112
41359,3271686149407700096
41364,4736283844318707840
41392,3278436463607373696
41401,5081410992270236288
41404,3243766220578958720
41415,3247696218734904960
41424,5081407075259752960
41425,5081407075259752448
41451,4832631544295728128
41504,4641102249438578176
41508,42873261198635904
41516,5087158654944307072
41524,64829061000805760
41538,4733157730898273792
41548,3244617478801862656
41560,5114162179486492800
41563,495209557431255808
41584,4641157298034972928
41599,243516884679200256
41600,4833003621606857216
41604,443671500361839360
41611,42871268333859584
41613,42871199614383616
41624,221424221446885248
41663,4857011977691102464
41671,3249479592234269056
41672,3249479592235301376
41693,487346571825573504
41702,5115536191064427776
41709,44581764827781632
41712,495219762273672960
41713,495219762273671936
41743,4731129956577574656
41811,5108055732424034944
41825,3249617924542085376
41826,63917531500917248
41827,222977285919110656
41830,3276414466021403264
41843,4627107566655375744
41846,4836330610649496320
41850,5094998692541550592
41851,251205662123441920
41858,4625726305172978944
41865,4856615565093020032
41880,4731898339111503744
41889,245286509990889088
41892,250302074016681472
41900,251185080633229056
41921,39495385383245568
41936,5107935993030896768
41946,64949766767215104
41948,64949766761769088
41952,4862516510855841280
