Gaia G,Gaia BP,Gaia RP,SDSS u,SDSS g,SDSS r,SDSS i,SDSS z,PanSTARR g,PanSTARR r,PanSTARR i,PanSTARR z,PanSTARR y,SkyMap u,SkyMap V,SkyMap g,SkyMap r,SkyMap i,SkyMap z,2MASS J,2MASS H,2MASS Ks,APASS V,APASS g,APASS r,APASS i,APASS B,Teff,Logg
1.1391194756501127e-06,1.2943366156343845e-06,8.457677334907767e-07,1.2087596394570096e-06,1.3863512372129231e-06,1.1315068772370284e-06,8.972268362291206e-07,6.916295224051345e-07,1.3953628156147404e-06,1.1353562592129526e-06,8.897206529950128e-07,7.188042025950673e-07,6.140241659403072e-07,1.2158475279126445e-06,1.1829209257515947e-06,1.3801292490711555e-06,1.1654904958732287e-06,8.520429144697787e-07,6.696025299115754e-07,4.2858233561610656e-07,2.6998896379407147e-07,1.6726461680340158e-07,1.3702824390186285e-06,1.3863512372129231e-06,1.1315068772370284e-06,8.972268362291206e-07,1.3471094593732206e-06,14750.0,8.75
1.1570913337575174e-06,1.313265737464001e-06,8.635785533171381e-07,1.268360895098941e-06,1.3969195545356521e-06,1.1506108468137674e-06,9.177371391681147e-07,7.0805328664343e-07,1.4060107076243632e-06,1.154629879923896e-06,9.101725650651412e-07,7.360797084465964e-07,6.280973526908108e-07,1.2767145235381133e-06,1.234327765498163e-06,1.3919691888572723e-06,1.1850078391894235e-06,8.719954289765884e-07,6.854063870574725e-07,4.3554773903394734e-07,2.752354603899352e-07,1.7005047864962584e-07,1.3892983115622862e-06,1.3969195545356521e-06,1.1506108468137674e-06,9.177371391681147e-07,1.3634509714726396e-06,14750.0,9.0
1.182729720548005e-06,1.3423819881965533e-06,8.850427571411374e-07,1.3396134813897276e-06,1.4195918801195993e-06,1.1760295642931966e-06,9.42253859325183e-07,7.272013250514866e-07,1.4281264455798563e-06,1.1802288179661586e-06,9.345893650014874e-07,7.561560154039126e-07,6.446797059712349e-07,1.3492286877770379e-06,1.2973681381888901e-06,1.4144768877629205e-06,1.2111447781901834e-06,8.956349559630209e-07,7.038427338476524e-07,4.437918819595796e-07,2.8132535549035963e-07,1.7328122249784593e-07,1.4172093938694923e-06,1.4195918801195993e-06,1.1760295642931966e-06,9.42253859325183e-07,1.3937435187998157e-06,14750.0,9.25
1.211287817173634e-06,1.375665480813121e-06,9.074778128656307e-07,1.4150011515212103e-06,1.4475828550898182e-06,1.2035716206410546e-06,9.678912673178053e-07,7.471203190805288e-07,1.4551089726436735e-06,1.207922148830422e-06,9.601142805885338e-07,7.770203543507506e-07,6.619634537813291e-07,1.4258463451640727e-06,1.3649299059841212e-06,1.4412971724777566e-06,1.2395288085188768e-06,9.203246272446392e-07,7.230137934393594e-07,4.523930316336121e-07,2.8768862084611103e-07,1.7660971893469715e-07,1.4483822414300204e-06,1.4475828550898182e-06,1.2035716206410546e-06,9.678912673178053e-07,1.430669031115872e-06,14750.0,9.5
1.1291859063020725e-06,1.3135672160027366e-06,8.007002159161043e-07,1.060246003600554e-06,1.4846053437312344e-06,1.0796875484095709e-06,8.297533958623419e-07,6.488218455821438e-07,1.4570589483011197e-06,1.0802247440584057e-06,8.224663067731939e-07,6.682106976292747e-07,5.941666627237705e-07,1.025905856172576e-06,1.1764499482379957e-06,1.3952639474903783e-06,1.1041810568679649e-06,7.872600073333853e-07,6.299729286148424e-07,4.1272722888777695e-07,2.567517640639444e-07,1.589958742408705e-07,1.2958387355705099e-06,1.4846053437312344e-06,1.0796875484095709e-06,8.297533958623419e-07,1.4966639773104087e-06,15000.0,6.0
1.1317557156412722e-06,1.314904049578352e-06,8.038069339591147e-07,1.064594319166833e-06,1.4831614927232932e-06,1.0848577168061559e-06,8.34364687547402e-07,6.506320290748142e-07,1.458655174855634e-06,1.0856139461027038e-06,8.270242736893338e-07,6.706047440353316e-07,5.937971161059948e-07,1.0379445275401598e-06,1.1644649901987742e-06,1.3992315849858927e-06,1.1100429416483152e-06,7.915111814604145e-07,6.316883438746926e-07,4.139519718743349e-07,2.573227962777253e-07,1.5950384430129845e-07,1.3040340898170535e-06,1.4831614927232932e-06,1.0848577168061559e-06,8.34364687547402e-07,1.4890971689992765e-06,15000.0,6.25
1.1343939705919196e-06,1.3160941033017484e-06,8.072702327951512e-07,1.070813854371749e-06,1.4809588148699308e-06,1.0903561137973215e-06,8.394527244077971e-07,6.529034170488459e-07,1.4596684404289276e-06,1.091353118931529e-06,8.320573279402132e-07,6.735526613848723e-07,5.936374869533837e-07,1.0509321043551363e-06,1.1543585776199448e-06,1.403271714544292e-06,1.1163225871452883e-06,7.962226225683526e-07,6.337948157746674e-07,4.152721300128932e-07,2.5795989818306183e-07,1.600499947178481e-07,1.3127152949809316e-06,1.4809588148699308e-06,1.0903561137973215e-06,8.394527244077971e-07,1.4807473383634115e-06,15000.0,6.5
1.137122913303456e-06,1.3172103681831664e-06,8.110623537829902e-07,1.0792852457785083e-06,1.4780388919762601e-06,1.0961458110238302e-06,8.449941962940769e-07,6.555828061888999e-07,1.460103795899686e-06,1.0974253765894646e-06,8.375431116285222e-07,6.770588406453684e-07,5.937632118938051e-07,1.0652138201875267e-06,1.1468104363468982e-06,1.4073368568027426e-06,1.123019149403888e-06,8.013783137878817e-07,6.362320446242073e-07,4.1666298480638886e-07,2.587128161174909e-07,1.606400964851408e-07,1.3219460929118593e-06,1.4780388919762601e-06,1.0961458110238302e-06,8.449941962940769e-07,1.4716562455208861e-06,15000.0,6.75
1.1399017427470113e-06,1.3182202232694726e-06,8.151351900655568e-07,1.0898074334059324e-06,1.4742827700865881e-06,1.1022602679073713e-06,8.509323992062149e-07,6.587189713862032e-07,1.4598390813219748e-06,1.1038427755628097e-06,8.434249709507383e-07,6.810523109286015e-07,5.942218382263385e-07,1.0806739153247575e-06,1.14201172527317e-06,1.4112846138384749e-06,1.1301564986145575e-06,8.069193303946985e-07,6.390136404375406e-07,4.18110366366447e-07,2.5957927284289684e-07,1.6129242107280437e-07,1.3317788671242206e-06,1.4742827700865881e-06,1.1022602679073713e-06,8.509323992062149e-07,1.4617094818263942e-06,15000.0,7.0
1.1427938220438493e-06,1.3191744488959026e-06,8.195826202767862e-07,1.1023893427075862e-06,1.4695971705738627e-06,1.108796898029025e-06,8.573995592563519e-07,6.622765154054553e-07,1.4587992398064347e-06,1.110713343997002e-06,8.498312437856801e-07,6.85506988091746e-07,5.95174095863079e-07,1.0974630383102076e-06,1.1399268157848513e-06,1.4148837485543887e-06,1.1378098493134327e-06,8.129561964841994e-07,6.422298802939039e-07,4.1960295327050753e-07,2.605617307448198e-07,1.6199762158620638e-07,1.3421792498784217e-06,1.4695971705738627e-06,1.108796898029025e-06,8.573995592563519e-07,1.4507838338779885e-06,15000.0,7.25
1.1457046335968328e-06,1.3199741909461746e-06,8.243464861555543e-07,1.1169376261687088e-06,1.4638669087065492e-06,1.1155665980428388e-06,8.643590648587193e-07,6.663138374887023e-07,1.4568251350924695e-06,1.1178486053916373e-06,8.567341355484482e-07,6.904532258011983e-07,5.966666143578225e-07,1.1154681174735363e-06,1.1409140479571307e-06,1.4179071229512657e-06,1.1458002911807587e-06,8.194826989114771e-07,6.458374597014986e-07,4.2117580734866576e-07,2.616513679476615e-07,1.6274259438210728e-07,1.3530051107850633e-06,1.4638669087065492e-06,1.1155665980428388e-06,8.643590648587193e-07,1.439032637504475e-06,15000.0,7.5
1.1485645247534027e-06,1.3205809261688873e-06,8.293792885580327e-07,1.1338259853662147e-06,1.4569417258373522e-06,1.1224602064334769e-06,8.717251592851302e-07,6.708976368192118e-07,1.4537448259231772e-06,1.1251388762502286e-06,8.64051563342092e-07,6.958715556643827e-07,5.990033214126885e-07,1.1351536477382708e-06,1.1447736154925271e-06,1.420029635359038e-06,1.1540045244010377e-06,8.264214719259033e-07,6.500326957411937e-07,4.227485699148763e-07,2.629416376233605e-07,1.6352906053363792e-07,1.3640532322745648e-06,1.4569417258373522e-06,1.1224602064334769e-06,8.717251592851302e-07,1.4264088624028927e-06,15000.0,7.75
1.1515388019953143e-06,1.3211673579378264e-06,8.349079371209014e-07,1.153695008575173e-06,1.4489529200582713e-06,1.1296973755122138e-06,8.797479564944624e-07,6.761786636222411e-07,1.449529227964033e-06,1.1327625836823883e-06,8.720347352449649e-07,7.019184052162464e-07,6.022404535536216e-07,1.157321889694986e-06,1.1524305962683009e-06,1.4210319673555548e-06,1.1625323905808474e-06,8.340468954999243e-07,6.548786838344862e-07,4.2450406546077046e-07,2.6450028951157265e-07,1.6444198573154142e-07,1.3751659033459205e-06,1.4489529200582713e-06,1.1296973755122138e-06,8.797479564944624e-07,1.4133134406338959e-06,15000.0,8.0
1.1547685108511356e-06,1.3218664779756573e-06,8.413500442282714e-07,1.1777939283932306e-06,1.4399614483074758e-06,1.137283238787504e-06,8.88700270197916e-07,6.826519660255216e-07,1.4439930198043317e-06,1.1406964257022975e-06,8.80965439163685e-07,7.091012813764838e-07,6.069114654004187e-07,1.1832088330974589e-06,1.1657041031021662e-06,1.420375618145687e-06,1.1712361539174863e-06,8.426840510785563e-07,6.609892886703082e-07,4.266564461103202e-07,2.665426654033321e-07,1.6557577699263847e-07,1.3855428083478779e-06,1.4399614483074758e-06,1.137283238787504e-06,8.88700270197916e-07,1.4007423046239144e-06,15000.0,8.25
1.159529917427272e-06,1.3241518493489724e-06,8.499702977172789e-07,1.209625215826364e-06,1.4316342424872094e-06,1.1460460080913402e-06,8.998454188477227e-07,6.914135472180637e-07,1.4384030180003738e-06,1.1497621571913352e-06,8.921048974640824e-07,7.185286259232475e-07,6.138967259817793e-07,1.2164816498293873e-06,1.1879772757618434e-06,1.4188110498441577e-06,1.1808280049161586e-06,8.535719670306638e-07,6.69325883341951e-07,4.298931290051839e-07,2.6940164301413946e-07,1.6710876531956053e-07,1.3952965526389445e-06,1.4316342424872094e-06,1.1460460080913402e-06,8.998454188477227e-07,1.3913793623402745e-06,15000.0,8.5
1.1684404334576603e-06,1.3314476354966556e-06,8.622206790940844e-07,1.2531149247105624e-06,1.4283818797877713e-06,1.158057074839229e-06,9.146443847667529e-07,7.034171821096088e-07,1.4366793121040117e-06,1.1619810713691167e-06,9.069029831008168e-07,7.312359350403296e-07,6.240048764249034e-07,1.261148272686531e-06,1.222865322566823e-06,1.4198644370184607e-06,1.1932945231305458e-06,8.681147725717782e-07,6.808661958965319e-07,4.347121136490335e-07,2.7330411838015167e-07,1.6918550762414446e-07,1.4065298770495028e-06,1.4283818797877713e-06,1.158057074839229e-06,9.146443847667529e-07,1.390506944103394e-06,15000.0,8.75
1.1840843178514432e-06,1.3473639864901244e-06,8.787583075205704e-07,1.3096703933670626e-06,1.4351520054066426e-06,1.1752942039416442e-06,9.339009408551175e-07,7.189259730278681e-07,1.44375698547353e-06,1.179402666996433e-06,9.261183643133878e-07,7.475556687751973e-07,6.372730064231417e-07,1.3188956685637135e-06,1.2714151421312783e-06,1.4284428161107257e-06,1.210929154891493e-06,8.868850740168392e-07,6.957871850346295e-07,4.4114681303709383e-07,2.7827255167976136e-07,1.717937069924734e-07,1.4231870576321089e-06,1.4351520054066426e-06,1.1752942039416442e-06,9.339009408551175e-07,1.4027813670272978e-06,15000.0,9.0
1.2078302320910093e-06,1.3739823021490116e-06,8.993891859403452e-07,1.3792652145676102e-06,1.4546186641625426e-06,1.1991040350701206e-06,9.575812432370316e-07,7.375287782503977e-07,1.462736782616964e-06,1.2033997347517427e-06,9.497093099622003e-07,7.670634254487149e-07,6.53368522518928e-07,1.3897511086318494e-06,1.3327601155499772e-06,1.4479623413187025e-06,1.2353881651292373e-06,9.097764992758906e-07,7.136983179733557e-07,4.491249955971074e-07,2.8415953032041595e-07,1.74911376169838e-07,1.4487008436344385e-06,1.4546186641625426e-06,1.1991040350701206e-06,9.575812432370316e-07,1.4299250988171097e-06,15000.0,9.25
1.2374143758150604e-06,1.408488211106165e-06,9.225978967792019e-07,1.457728601451358e-06,1.4835552733724865e-06,1.227685950321344e-06,9.841132257930463e-07,7.580910170648263e-07,1.4906416709180439e-06,1.2321356413219386e-06,9.761280104152185e-07,7.886120188481275e-07,6.711832186770661e-07,1.4695218075120465e-06,1.4029626334650974e-06,1.475688912408873e-06,1.2648318078554012e-06,9.35316010525906e-07,7.334779128949524e-07,4.579535747518388e-07,2.9068583969631403e-07,1.7831552771947164e-07,1.4810280464356252e-06,1.4835552733724865e-06,1.227685950321344e-06,9.841132257930463e-07,1.468113014222167e-06,15000.0,9.5
1.1600356621557813e-06,1.3523423658274487e-06,8.193566560028512e-07,1.110845296001309e-06,1.5283248531603773e-06,1.107067937089132e-06,8.490672915358991e-07,6.627867470421152e-07,1.4989008375848717e-06,1.107574455456132e-06,8.415659872843463e-07,6.82875966273087e-07,6.061191513547993e-07,1.0764794335577136e-06,1.2256151796874321e-06,1.4344753923877173e-06,1.1322868937662679e-06,8.053340967127779e-07,6.433723481346238e-07,4.200860465556861e-07,2.6091791120381553e-07,1.614060724715249e-07,1.3300852604058906e-06,1.5283248531603773e-06,1.107067937089132e-06,8.490672915358991e-07,1.5444625380360712e-06,15250.0,6.0
1.1626915541188709e-06,1.353793140465842e-06,8.225043998842945e-07,1.1152900826875175e-06,1.5270093742797844e-06,1.1123147584250044e-06,8.537053825706837e-07,6.646310745359547e-07,1.5006508850484163e-06,1.1130415588479672e-06,8.46149461493586e-07,6.852873554508803e-07,6.057932332985892e-07,1.0887578227313646e-06,1.2137446765583957e-06,1.4385482738172188e-06,1.1382197624532705e-06,8.096064969276401e-07,6.451254740268881e-07,4.2131263008248684e-07,2.614880134620836e-07,1.6191144543230616e-07,1.3383998716865528e-06,1.5270093742797844e-06,1.1123147584250044e-06,8.537053825706837e-07,1.5370243183302179e-06,15250.0,6.25
1.1654087993844424e-06,1.3550966807418272e-06,8.259891848484608e-07,1.1216077380606976e-06,1.5249412478991585e-06,1.1178811258293193e-06,8.58811590665186e-07,6.668990985326927e-07,1.5018230293387342e-06,1.1188509391482587e-06,8.511995236292688e-07,6.882338806794203e-07,6.056621108808504e-07,1.10197940476736e-06,1.2036243556771922e-06,1.4427046558053727e-06,1.1445689449924512e-06,8.143307188457571e-07,6.472288201455508e-07,4.226356015615639e-07,2.6212210731248484e-07,1.624529483244288e-07,1.3472071929745737e-06,1.5249412478991585e-06,1.1178811258293193e-06,8.58811590665186e-07,1.5287989906749233e-06,15250.0,6.5
1.1682050938541587e-06,1.3563116873933498e-06,8.297950888815763e-07,1.130172397731907e-06,1.5221520619028002e-06,1.123731007962311e-06,8.643649454069971e-07,6.695720093426726e-07,1.5024045401029502e-06,1.1249837994759982e-06,8.566963524144638e-07,6.917214792709952e-07,6.058023089496518e-07,1.116487708864665e-06,1.1959475393068066e-06,1.4468850924025748e-06,1.1513273987893364e-06,8.194936129400656e-07,6.496533219875377e-07,4.240205306533949e-07,2.6287069491394903e-07,1.6303744979012278e-07,1.3565490482658748e-06,1.5221520619028002e-06,1.123731007962311e-06,8.643649454069971e-07,1.5197903649922998e-06,15250.0,6.75
1.1710691837354696e-06,1.3574426877888029e-06,8.338929017047487e-07,1.1408554591390077e-06,1.518544711197707e-06,1.1299190294844631e-06,8.703281140504082e-07,6.727113036272032e-07,1.5023111449199472e-06,1.1314746397357353e-06,8.626021849290435e-07,6.957168206521908e-07,6.062838573913044e-07,1.1322030992642464e-06,1.191044080420879e-06,1.450972498409535e-06,1.1585415003326014e-06,8.250545770817597e-07,6.524440189654345e-07,4.2548605537617947e-07,2.6373520725859893e-07,1.6368687289742234e-07,1.3665147486048464e-06,1.518544711197707e-06,1.1299190294844631e-06,8.703281140504082e-07,1.5099508113850473e-06,15250.0,7.0
1.1741176499249054e-06,1.3585921736606468e-06,8.384260650053344e-07,1.1538008947576876e-06,1.5140758135483535e-06,1.1366094267023643e-06,8.768875802955245e-07,6.763159674322306e-07,1.5015066511262518e-06,1.138501013498805e-06,8.690985943493141e-07,7.002252810467992e-07,6.072700270841062e-07,1.149449451941289e-06,1.189217606176847e-06,1.4548162161073845e-06,1.1663555277191772e-06,8.311720277736076e-07,6.557097013332862e-07,4.2699532527332534e-07,2.647275749094944e-07,1.6439449159930944e-07,1.3771489979484896e-06,1.5140758135483535e-06,1.1366094267023643e-06,8.768875802955245e-07,1.4992410134194604e-06,15250.0,7.25
1.1770937084953696e-06,1.3594970233169601e-06,8.43164169729779e-07,1.1683313252637609e-06,1.508521455069002e-06,1.1434334367676752e-06,8.838270885137418e-07,6.803036930998561e-07,1.4997381962420129e-06,1.1456917937088324e-06,8.759802435849809e-07,7.051128509719613e-07,6.087621376567104e-07,1.1675274085965235e-06,1.1895964007634006e-06,1.4580590961826173e-06,1.1744183895159126e-06,8.376714187848344e-07,6.592448240409525e-07,4.285395666390395e-07,2.657977573318337e-07,1.6513014470704888e-07,1.3881461549834536e-06,1.508521455069002e-06,1.1434334367676752e-06,8.838270885137418e-07,1.4875584607108818e-06,15250.0,7.5
1.1802177693342988e-06,1.360433331719708e-06,8.483170921176685e-07,1.1856208737929301e-06,1.5019739193306248e-06,1.1506062948189195e-06,8.91335737306035e-07,6.849219884408667e-07,1.4970798801210547e-06,1.1532609089075328e-06,8.834353316377946e-07,7.105899932024017e-07,6.11044801259059e-07,1.1877273520747752e-06,1.193295355935769e-06,1.4606476020865163e-06,1.1829229924723154e-06,8.447418562389548e-07,6.634861632536638e-07,4.301450406213897e-07,2.67081609444709e-07,1.659100864813223e-07,1.3996271084175313e-06,1.5019739193306248e-06,1.1506062948189195e-06,8.91335737306035e-07,1.4751971096823118e-06,15250.0,7.75
1.1833123042059928e-06,1.3612072696272669e-06,8.537838301595099e-07,1.2053193752611663e-06,1.494252748162174e-06,1.1579676650368543e-06,8.993281310754528e-07,6.901088608095815e-07,1.4932108330274637e-06,1.1610282297872333e-06,8.913838469709461e-07,7.165451552356012e-07,6.141830545567475e-07,1.2097878170420683e-06,1.2004520986306006e-06,1.4620956479905114e-06,1.1916481572879536e-06,8.523075843960894e-07,6.682368921095816e-07,4.3182014582735754e-07,2.685758250977737e-07,1.6678774731900167e-07,1.4111979680336464e-06,1.494252748162174e-06,1.1579676650368543e-06,8.993281310754528e-07,1.4621700384003075e-06,15250.0,8.0
1.1866304783371632e-06,1.3620646587305716e-06,8.600402478571351e-07,1.2288337295381355e-06,1.4855090607179085e-06,1.1656999911171692e-06,9.081900356917486e-07,6.963167433108168e-07,1.4880688354248234e-06,1.1691367576449027e-06,9.002153698268614e-07,7.234676272397342e-07,6.185752504797446e-07,1.2351845912418863e-06,1.2126541734926106e-06,1.4620305193179664e-06,1.200609168415931e-06,8.607947502305395e-07,6.740819221753302e-07,4.3382062619290376e-07,2.7047924221518663e-07,1.6784489319964645e-07,1.4222964322358719e-06,1.4855090607179085e-06,1.1656999911171692e-06,9.081900356917486e-07,1.4494594301921304e-06,15250.0,8.25
1.190980441684081e-06,1.3639333847647271e-06,8.680205465228083e-07,1.2589605806096965e-06,1.476783986396638e-06,1.1742289473387151e-06,9.187883033660789e-07,7.04475037672117e-07,1.4823437699319595e-06,1.1779807482503578e-06,9.108022565173271e-07,7.322922003468579e-07,6.249904440861995e-07,1.2667957473241949e-06,1.2328449334215782e-06,1.4606511675550576e-06,1.2101028800149577e-06,8.711082022702445e-07,6.818370430318916e-07,4.367285440834989e-07,2.7311260969154097e-07,1.6924396443544588e-07,1.4325700538852387e-06,1.476783986396638e-06,1.1742289473387151e-06,9.187883033660789e-07,1.4390566678724022e-06,15250.0,8.5
1.1985767028618605e-06,1.3696393851210438e-06,8.79150369738417e-07,1.2996561487338977e-06,1.471610426859834e-06,1.1852436675851534e-06,9.325660456975913e-07,7.15539394746544e-07,1.4790743126083509e-06,1.1892556372236685e-06,9.245799780735507e-07,7.440229186197457e-07,6.342534359522234e-07,1.3086912395689693e-06,1.2647128094855885e-06,1.4605679431030957e-06,1.2217473494956915e-06,8.846224105304429e-07,6.924502275386775e-07,4.409973017043738e-07,2.76716283240999e-07,1.711524576108298e-07,1.4434671683279321e-06,1.471610426859834e-06,1.1852436675851534e-06,9.325660456975913e-07,1.4354685163964487e-06,15250.0,8.75
1.2121487548271006e-06,1.3829009515536716e-06,8.94469171959455e-07,1.3532859961640458e-06,1.4750327407825825e-06,1.2008674866787586e-06,9.50611857653959e-07,7.301726503727177e-07,1.4830662543201423e-06,1.2050644978065947e-06,9.426071490777092e-07,7.594270392650019e-07,6.467569428850357e-07,1.3634563376549437e-06,1.3104246993462473e-06,1.4663873662984012e-06,1.237767199014219e-06,9.022763051688315e-07,7.065257384556461e-07,4.4695455430430407e-07,2.8141862758758457e-07,1.7360782259786957e-07,1.4582532422032713e-06,1.4750327407825825e-06,1.2008674866787586e-06,9.50611857653959e-07,1.443972877683428e-06,15250.0,9.0
1.2336785117253088e-06,1.4066037516221963e-06,9.140797409076971e-07,1.4205843556860955e-06,1.490824279718686e-06,1.2227866017016147e-06,9.732523988151862e-07,7.48098411795239e-07,1.4984718411120378e-06,1.2271775915636045e-06,9.65172568346577e-07,7.78227434188045e-07,6.62261439875482e-07,1.4319983228763901e-06,1.369535854467022e-06,1.4824959732032302e-06,1.2602638919784865e-06,9.242308412697594e-07,7.237839784426697e-07,4.5453670169941526e-07,2.8707763155590294e-07,1.7658381453449e-07,1.4810673783724187e-06,1.490824279718686e-06,1.2227866017016147e-06,9.732523988151862e-07,1.4674129676332124e-06,15250.0,9.25
1.2625031003401358e-06,1.4400747507122135e-06,9.370358594510478e-07,1.4991293531776627e-06,1.5182215129662167e-06,1.2507749991621594e-06,9.99591122011282e-07,7.685374816009687e-07,1.5248662445836552e-06,1.2553175054214776e-06,9.91405326958209e-07,7.996520789575738e-07,6.799546047528237e-07,1.5118614797820407e-06,1.4397006286947907e-06,1.5087951610757745e-06,1.2890708565949214e-06,9.496073575374536e-07,7.434427674329284e-07,4.6325710020955203e-07,2.935357049055857e-07,1.7994440868233995e-07,1.5123678484408956e-06,1.5182215129662167e-06,1.2507749991621594e-06,9.99591122011282e-07,1.504235381669209e-06,15250.0,9.5
1.1911036172912982e-06,1.3914470452368374e-06,8.380962142134123e-07,1.1625110547718513e-06,1.572373808875135e-06,1.1345932695602716e-06,8.68462528180212e-07,6.767867161789523e-07,1.5410483328475777e-06,1.1350678779245737e-06,8.60745617384425e-07,6.975856462375477e-07,6.181028879071812e-07,1.128209206598783e-06,1.2755827071265806e-06,1.4739622255869429e-06,1.1605372153852356e-06,8.23484433095367e-07,6.568142202862362e-07,4.2746144789850846e-07,2.650916303051068e-07,1.6382060140619203e-07,1.3645437339753349e-06,1.572373808875135e-06,1.1345932695602716e-06,8.68462528180212e-07,1.5927237826502207e-06,15500.0,6.0
1.193834470931046e-06,1.3929983659396907e-06,8.412776630786456e-07,1.1670888955266727e-06,1.5711645977950066e-06,1.1399120672133e-06,8.731308212820137e-07,6.78664302574374e-07,1.5429305908872756e-06,1.140609720930627e-06,8.653581401183582e-07,7.000201254795071e-07,6.178029218853984e-07,1.1407493864441461e-06,1.263768982633461e-06,1.4781342496925317e-06,1.166543602127154e-06,8.277810037709265e-07,6.58589402161411e-07,4.2869339041248733e-07,2.656629018838114e-07,1.6432387016382304e-07,1.3729816578269586e-06,1.5711645977950066e-06,1.1399120672133e-06,8.731308212820137e-07,1.5853577348599005e-06,15500.0,6.25
1.1966389506709229e-06,1.3944216841642118e-06,8.447980779161056e-07,1.173563665380678e-06,1.5692326863650637e-06,1.1455576644935757e-06,8.782653652006755e-07,6.809557942973616e-07,1.5442598451648946e-06,1.1464996544855144e-06,8.704355628877345e-07,7.029914601553725e-07,6.177295142580115e-07,1.1542443208884246e-06,1.2537088522084962e-06,1.4824119477514572e-06,1.1729731826590826e-06,8.325295810204305e-07,6.607089228178775e-07,4.300090135562121e-07,2.6629696038646437e-07,1.6486278190349297e-07,1.3819227956172145e-06,1.5692326863650637e-06,1.1455576644935757e-06,8.782653652006755e-07,1.5772548801249254e-06,15500.0,6.5
1.1995101558300146e-06,1.3957489539964386e-06,8.486190903163267e-07,1.1822450011194818e-06,1.5665843035472192e-06,1.151467641769778e-06,8.838290615742887e-07,6.836154005780537e-07,1.5450008266384785e-06,1.1526931109774965e-06,8.759417396929763e-07,7.064718611391981e-07,6.178904759885052e-07,1.1689922640438126e-06,1.2459897848356831e-06,1.4867019709339381e-06,1.1797932497479725e-06,8.376978116794991e-07,6.6314231227734e-07,4.3141108834479773e-07,2.6704356814689633e-07,1.6544232158251227e-07,1.3913780686750158e-06,1.5665843035472192e-06,1.151467641769778e-06,8.838290615742887e-07,1.5683592949059363e-06,15500.0,6.75
1.20246485747498e-06,1.3970035140548271e-06,8.527410944084379e-07,1.1930785968951952e-06,1.5631225587146987e-06,1.1577477287176786e-06,8.898204112594327e-07,6.867572676522435e-07,1.545082429566314e-06,1.1592772543027024e-06,8.818744433556429e-07,7.104515600697335e-07,6.183630027382716e-07,1.1849708214075683e-06,1.2408518342225287e-06,1.4909567734479688e-06,1.187107723016996e-06,8.432800729976651e-07,6.659296903661289e-07,4.328593484837944e-07,2.679053138329226e-07,1.6608756439226986e-07,1.401511566464752e-06,1.5631225587146987e-06,1.1577477287176786e-06,8.898204112594327e-07,1.5585898251924919e-06,15500.0,7.0
1.2056219728346536e-06,1.3983040662466991e-06,8.573041180061161e-07,1.2062133999636431e-06,1.558831932576613e-06,1.1645440337364013e-06,8.964220338450289e-07,6.903685805073286e-07,1.5444827217542076e-06,1.1664099863232093e-06,8.884122475071194e-07,7.149626953318922e-07,6.193567745869226e-07,1.2024929867442566e-06,1.2389935587858812e-06,1.495014743764667e-06,1.1950424017268955e-06,8.49429068202841e-07,6.691882465444704e-07,4.343980393064008e-07,2.6889597848378266e-07,1.667923285060554e-07,1.412341909321407e-06,1.558831932576613e-06,1.1645440337364013e-06,8.964220338450289e-07,1.5480511291238514e-06,15500.0,7.25
1.20881397776413e-06,1.3994773237668622e-06,8.6216716417213e-07,1.2212519833627146e-06,1.5535755988642758e-06,1.1715814361785572e-06,9.03488981615319e-07,6.944347207399936e-07,1.5430215080598054e-06,1.173818621278509e-06,8.954174097979044e-07,7.19933498973837e-07,6.208908230773422e-07,1.2211701400198777e-06,1.2394193456730949e-06,1.4985678045664472e-06,1.2033256609477853e-06,8.560424820135626e-07,6.728198745663215e-07,4.359587261727101e-07,2.699799579869306e-07,1.6753293525486626e-07,1.4236283495009845e-06,1.5535755988642758e-06,1.1715814361785572e-06,9.03488981615319e-07,1.5365767966514921e-06,15500.0,7.5
1.2120036439813135e-06,1.4005186642994369e-06,8.672893834897378e-07,1.2384997888882963e-06,1.5471904451750872e-06,1.1788193570092766e-06,9.109756209352474e-07,6.989882961315515e-07,1.540573333944988e-06,1.1814548743149112e-06,9.028479231881795e-07,7.253535920983732e-07,6.231292882887463e-07,1.2414147276151334e-06,1.242731763303967e-06,1.501409133618594e-06,1.21191968427428e-06,8.630769805975294e-07,6.769646844488066e-07,4.375645976100533e-07,2.7123524385148325e-07,1.682993196660778e-07,1.4353230557353389e-06,1.5471904451750872e-06,1.1788193570092766e-06,9.109756209352474e-07,1.5243189401403231e-06,15500.0,7.75
1.21538785208252e-06,1.401671542153998e-06,8.728535639384476e-07,1.2585571751733075e-06,1.5398990641646565e-06,1.186468537894805e-06,9.191093802775017e-07,7.041807570820147e-07,1.5371938538765958e-06,1.1895219078264161e-06,9.109316001460733e-07,7.313344292911256e-07,6.262273916497764e-07,1.2639268012825283e-06,1.2498693684233218e-06,1.5034013724541344e-06,1.2209826872945888e-06,8.707533379344129e-07,6.817302683626488e-07,4.3923733501999175e-07,2.7270193827725875e-07,1.691578516324997e-07,1.4474325359728252e-06,1.5398990641646565e-06,1.186468537894805e-06,9.191093802775017e-07,1.5116453193141705e-06,15500.0,8.0
