ms_source_id,radial_velocity,radial_velocity_error
5998488700137265408,,
6008386881753303296,,
6019146736927193216,,
6122255909403634688,,
6496573617898809728,,
6510879913443564288,,
6539559299869524096,,
6846483156100889088,,
10408183227433984,,
111300714519166720,,
118393560949383424,,
120767509632582016,,
125312821982704000,-21.940731,5.738967
136737808652101760,,
146192547796089984,,
231421393485717888,,
529859846044853760,,
559439831269647488,,
634149000678220416,,
851542962251926656,,
1038749458425080064,-10.373584,1.3734761
1045681501281115648,-48.88363,1.9405825
1048140249798060416,,
1049622249739178496,,
1071184673487742080,,
1085056657643508352,,
1089430519194893440,,
1091959670818028800,,
1112431336079714816,,
1135284792638752128,,
1135692127337165696,-13.801611,0.22940412
1147698652576856704,,
1148635578218313216,,
1151349379074016896,,
1178090837596008320,,
1195113167378981760,,
1212160412268732928,77.96597,2.434862
1222565537480885376,,
1226371222099637120,,
1233799071685613696,,
1235533280695759488,-22.685936,0.30183762
1237634584855299968,17.425959,2.9074545
1238892563596462848,,
1250683795012206464,,
1250702830307328000,7.5974445,2.2558434
1273176366944364800,,
1284883279560504448,62.415623,1.4137
1312517236583128704,-83.88391,3.971384
1340270799853306112,-43.54719,3.4577608
1343563356142539136,-53.29905,0.8656395
1351220870514193792,-14.184852,3.1698482
1358171364549534720,-15.526637,4.094675
1359819498119715840,,
1365122167822848640,,
1378788856838621312,,
1381312820139225856,-112.1522,4.3518844
1383518401809085312,,
1426621323498071168,,
1437038680774574848,,
1437711307013429248,-16.708452,0.36374187
1486052916276770944,,
1489527888415912832,,
1505118310463674624,,
1508121106782208896,6.3918557,0.57255465
1525700068624581376,,
1527713583652675584,2.3026965,6.8560395
1560366398937141504,,
1562047620935474176,,
1627198456589072128,,
1710731382902744320,,
1737403606554845184,,
1830125014117411840,,
1991399111923554432,,
2044471026373956992,,
2056440275586819456,,
2201290487184018048,,
2234223982881700992,,
2269856204090716288,,
2390478672676328448,,
2400484026625674880,,
2581458104345051264,,
2615154287445618816,,
2780308252562311040,,
2926577693155067136,,
3037597512519706368,,
3070375229745428608,,
3099386458227405184,,
3143619261253321984,,
3227070166580122112,,
3270216931290333952,,
3382465076937373568,,
3511508705080811392,,
3627524091097457664,,
3630015546177181952,14.357328,0.6298827
3905035500189258752,,
3913694115604313088,,
4127483122148056448,,
4230275433438286976,,
4687409663405558272,,
4841120770494862848,,
4900838133216516224,,
5006873312316876288,,
5133180161529351552,,
5149221486422830208,,
5251196860595991680,,
5262796257273089792,,
5327789802637824128,,
5641399445482637824,,
5695148388509315712,,
5803547624984209664,,
6163587517859402496,,
6304590503912740736,,
6419282034981571584,,
6492256312477686400,,
6552352117653885056,,
6628162757193822336,,
134819611834229376,,
137481632563630848,-21.287739,0.18574211
143817499599533440,,
318299029874269568,,
437763682652760192,,
907707085646270592,,
1002586104374837632,,
1009022065625193984,22.959705,0.46078646
1011166113298929664,28.583397,0.2125452
1014293021289431552,16.79926,5.6873126
1044665964854752384,,
1047972849153616128,,
1052455725564083712,,
1089608811877691648,,
1092988848060209024,5.2204475,0.12139113
1106506347094392832,0.6971068,1.2156563
1111985660210202880,,
1140414151821399040,,
1153545103794432384,,
1154831944715602432,-35.531597,4.614682
1159776070548519296,,
1167758215728844800,,
1175151533777264256,,
1175643775684017664,,
1204759736942489984,,
1216333436856538496,,
1238551749351570304,-23.988478,1.9105742
1240952567350566784,-25.952179,0.19287384
1246267812718102656,8.087313,2.5448577
1247113302799885568,-4.8956084,0.30357435
1266721958809837568,-25.430489,2.1339588
1285325420673943680,-21.50004,6.8428626
1286771381545997568,,
1291844699994376064,,
1297367272023198976,-33.73799,0.7259099
1297772029740461056,,
1299237678740901120,-58.94082,2.6762757
1304881884242493568,-64.94704,1.9476529
1305923804652466944,,
1308938669832253696,,
1311258914244704896,,
1319304556220775296,,
1352848624463874176,,
1357488670907832192,-81.0332,7.231149
1366288504846428800,,
1368999870456355328,,
1386535191133542528,,
1387420843453771648,,
1387629475785230464,,
1415654279126087424,-14.667475,2.8409283
1443741299362110976,,
1453142334233004288,-37.8599,0.6609207
1473354587768236928,,
1477919863129680896,,
1488968958552296576,,
1494448202950684544,,
1505858178709742464,-35.296764,1.2215816
1523116285017757824,-5.07501,1.7721355
1527242060665600896,,
1547948441601798528,,
1548430890981046272,,
1552488776081383168,16.95305,6.796695
1556005701461744768,,
1623640711838922752,,
1729465132606167040,,
1841001176965201024,,
1859502723555830016,,
2092535696143148160,,
2093642968772707200,,
2237410264498651776,,
2298769168012830848,,
2657096915128878848,,
2883187704444479744,,
2915289900624792832,,
3014184030876746368,,
3205774005030469632,,
3225639053409712256,,
3390809094590945664,,
3541237717085786880,,
3606228986114484096,,
3669503784348362496,,
3695131751126289408,,
3866760362259510016,,
3953301204497901440,,
4034830816327644032,,
4460566151009420800,,
4465665170545104768,,
4498082930860286720,,
4561992903215554304,,
4730343118570911232,,
5012163612514095360,,
5014008975278023040,11.893875,2.1449156
5123132957419912576,,
5411902575304269440,,
5567263297725846656,,
5653698346326520576,,
6108617434035027584,,
6259147546603843968,,
6354169063757477248,,
6443338009366920576,,
6455081721263737472,,
6478960296321153408,,
6594073464326929792,,
6614766303226650112,,
6658538204728648576,,
6914183596010073216,,
14952434720411392,21.009233,4.6949964
128086301408094720,,
142994686944818816,-47.09754,2.870237
157303658252781056,,
162545201980768512,,
294902663680810624,,
643140875488542464,,
645082097628113024,,
694710925769832064,,
861320717295158144,,
1000529437811724928,,
1010788220600344192,,
1011621959651739008,,
1035782185779245056,,
1040187825792826752,,
1055800238072103296,,
1067068067592323328,,
1067119396746915072,,
1069867183679256192,,
1098288665903330304,,
1103406789454381824,-50.651615,5.7517357
1133372329600411008,,
1137205398934260864,5.374053,6.947242
1139858176895439872,-4.910638,5.150066
1141145636289589632,,
1146509775564990464,,
1146764518665340800,-8.842672,0.6148079
1201152789047061120,,
1201396811909476736,,
1211510978853994368,,
1255079810003153280,,
1277405157384126592,-37.828842,0.22870044
1291855248433469056,-33.84508,0.6004354
1300356809779196288,,
1306220436570423808,,
1313443575129287936,-55.24752,12.599056
1323836773213676416,,
1343149110841436032,,
1344839644327808256,-17.834229,0.5492636
1345054117814970624,,
1362300133790864256,,
1372770783022478720,,
1381909545715302784,,
1387868516485124352,,
1388260114422733568,-4.4852757,0.4682883
1392989839784364160,,
1419155467746280192,-61.805,1.1967522
1434744377964484992,,
1439544777011982976,,
1451597103784053760,,
1478622932094467328,,
1480124933695654656,-26.542599,0.87884694
1486787317028147968,,
1505061204578558464,-20.522022,0.42794263
1505265438862905216,8.9648285,2.706919
1536694184172389632,15.983817,0.39160308
1551848035680577920,,
1555971307363531136,,
1982275394497570048,,
2083055741240985472,,
2088318381858603392,,
2397330077521027712,,
2751248675639832320,,
2808172832147055744,,
2860904722622121216,,
3033020902739376768,,
3053733395408829312,,
3228938619085039872,,
3245011791160697600,,
3570086183482562560,,
3706548701910237056,,
3947918407882257536,,
4193640736799379456,,
4370340059333559040,,
4629272775634384768,,
4640488313928055040,,
4804232907000450432,,
4832944458433455872,,
4924855212379849088,,
5320498459997131648,,
5323027126290367488,,
5438787696188578944,,
5725506935346610048,-20.906195,2.1680126
5990758446204660480,,
6202727589186977408,,
6277029522681246592,,
6520736073116709632,,
6650583173674470784,,
6746437257356790400,,
6866390157719055232,,
6891062683251069824,,
44680377276744576,,
100546837962386048,-10.28851,3.9990609
127904645766742912,,
151650076838458112,40.179913,2.4352
316854683913564928,,
388450929744739328,,
413040858770726784,,
565244840347298048,,
743097619303531776,,
892771422774707712,,
938631773595710592,,
1005818982095677440,,
1026527733847221120,,
1052236823965766144,-31.985882,1.8493254
1056993208187979904,-22.036726,0.15104136
1058517333167352320,,
1067744507763058304,34.685444,4.0811768
1079704136256170368,,
1081875873583845632,,
1082086056399020544,77.50165,0.31962603
1084091599967757824,,
1107008445951081728,,
1155267385680164992,29.432913,4.8394985
1156711692987182720,,
1160296311347255552,,
1164767681540594816,3.087365,4.009959
1168314048921047552,,
1174832782779296128,-2.3042371,1.9639425
1188768061869107456,,
1191597517607614976,-10.79979,0.9025707
1202830540713288064,,
1214804394135222656,,
1234630719088228608,-35.34489,11.828199
1241785722286765312,,
1263877694028027520,,
1282030974600636928,2.145174,0.1492061
1283975181739578624,,
1285835800227803392,,
1293150266972451584,-40.01762,5.6840863
1296987115876398336,15.409382,3.0375278
1306194494967960960,-22.080704,4.2649984
1329751252418499072,,
1340289109302083584,,
1345528733177033344,,
1356504333122878464,,
1357223345008602240,,
1361086547832106496,3.4616,0.3965037
1363351816663093376,-9.709413,3.047734
1365287536947118208,-24.518536,3.733608
1366465663657423360,,
1373122180066543872,,
1374406787604970880,3.331471,1.5596964
1384840908140002944,,
1415737017376340224,-1.9315665,0.38067657
1425481537961133056,,
1431176943768690816,,
1432820331399457792,,
1434535195877461376,-1.4929435,0.9931509
1435812484791556480,,
1437156431598021760,-67.52563,0.9818069
1439407406778092928,,
1447514415246991488,,
1457036044208869376,,
1465169548332089472,,
1522484203270601472,,
1543248068046310144,,
1561429008205650176,1.2062408,1.7985911
1959880305441439616,,
2209134089603720064,,
2290497091065919744,,
2391858632783327872,,
2550869553420718208,,
2644715241675680896,,
2981590730954537984,,
3586926131775170944,,
3657406824275761664,,
3658196269330954240,,
3691137191020349696,,
3705070756418520064,,
3849508548078235648,,
4607773238796630912,,
4713452244849889408,,
4752523012585907968,,
4969237166736843648,,
4999520534464120320,,
5035875031739248896,,
5358713738979213184,,
5380784746972146304,,
5798100777522426624,,
5942912231340080128,,
6120966250983583104,,
6419473148143193344,,
6527897054906439296,,
6554172664096670848,,
6723525939003994240,,
6835247556013861760,,
6910772876581533056,,
81102073608941952,,
104505075527300480,,
107517191926760960,-39.377,0.56361675
110492470394054912,60.83234,0.12180229
115344202888681216,12.427361,2.040609
144454731012095872,,
343395593234542720,,
357478894075788928,,
476933994844389120,,
485278974567093376,,
492667422122482304,,
610181983653578624,,
615179573240776320,,
1006418559530146688,32.150993,1.5357375
1010013584595008000,-17.874016,16.404758
1010841482490896896,,
1029522459925328128,-13.38489,2.6402109
1034697483200266880,44.403023,0.32025483
1041717246468365056,,
1044069612939035904,24.258987,0.133977
1054917845631104768,,
1065786243193673472,,
1083588569102470784,-46.084675,3.5587895
1122312681437554944,,
1177946973370917120,,
1192733828516444928,,
1192988949571473152,-40.801643,5.741624
1200676459993836416,,
1204629273015408640,,
1233030070676254592,,
1279432210147575552,,
1282593958912728576,,
1284064143397857152,26.457424,3.1221955
1310270350211780480,-49.23258,2.6501167
1313935812741189248,18.415607,0.41988665
1328784472461538176,,
1333880884949907712,-35.101906,7.958274
1341558083155952512,,
1349447186458669952,,
1367057583164746624,,
1370763693265716736,-10.830664,1.7607086
1376294820868528128,-27.70422,1.0977542
1376631649383586944,-24.76462,3.082702
1378669521172309760,,
1380731002392947712,11.514288,0.121060215
1394110860608382720,-15.859227,0.5315354
1397556725753712512,,
1418529811270543488,,
1424915637365582592,-32.439102,1.7613633
1441741738683241088,6.1816344,0.196101
1443959213118109056,,
1444622768385439232,,
1453322271887657600,,
1477398797692204160,-1.0664222,4.2281404
1489418418289776000,-56.529327,4.972215
1489707383689187072,-31.306177,2.4221964
1545425341588878976,-7.2015734,0.22430475
1554176870028250496,,
1662831571155705344,,
1995893567564624256,,
2035812166144772480,,
2054215615672386688,,
2171184961169935616,,
2312912181786557824,,
2318718432109160448,,
2384081718320744704,,
2633186763472468224,,
2856683633057146752,,
3020447158346702592,,
3070204908521229184,,
3369240696541015296,,
3495018680658596736,,
3585367505323195648,,
4116588787373501696,,
4510972917992219008,,
4654713073820596864,,
5021102332809656320,,
5118133276183878528,,
5247272566136630784,,
5261593219754911104,,
5281283823740546432,,
5344044050535192448,,
5362083806532822784,,
5439803683587764992,,
5573450932556059776,,
5603139331348396416,,
5604616417849364480,,
6036983250754729856,,
6453256295737837312,,
6466341755419819392,,
6467586093345684736,,
6477630544380321536,,
6790211838912020864,,
116864758752555648,,
133352274910964352,,
578825187635387904,,
656402257030554880,,
670721437476802688,,
1002881155745042816,,
1027524505561530496,,
1028227235226310784,15.11302,1.4659287
1039827426497292160,,
1055117265256755456,-15.87369,1.1287389
1080580545807148160,,
1090406645004187520,-35.206867,4.4681225
1092774507715832192,,
1101463918046920448,-21.175571,3.7728734
1105923021814632192,,
1123689755328554624,,
1139714205294053888,,
1141050734694252800,-14.276469,0.5744996
1156769073750719744,,
1192011724252104832,5.2772374,1.6768981
1207420658159673728,,
1253037230932166912,,
1269817324560348800,,
1273182517337393280,,
1283540844582413824,-39.935207,9.145579
1288530187833191552,0.07450006,5.7311387
1299889959717359232,,
1312816063227649024,-41.39208,0.6475173
1315494301754327296,,
1330614648220276480,,
1333701252238027264,,
1344591055917550208,-16.835075,3.4784632
1350108057371480832,,
1369425892558486912,,
1371709479423611776,-23.570766,3.9382668
1391483229680552704,,
1412163364068055424,-54.085617,2.3049443
1436591312685007872,-2.6764643,5.997774
1446779357364033280,,
1451168229824953856,,
1461192133738806656,-36.961567,2.7541578
1480947608911009536,,
1495234113246413440,,
1498332021618242688,5.834628,0.20597683
1500253242092256896,,
1503569923213633024,,
1504371192312301440,52.514923,4.3556
1507353342724566784,,
1511120441358724224,,
1520869020688768256,,
1534920848011089664,,
1543932617116842496,,
1546169397424021376,,
1731893919426586240,,
2273318325688748160,,
2389813575515395712,,
2903694524015252480,,
2967094116820331648,,
3044713624795838976,,
3366660834239525760,,
3711247499212455296,,
4391499881435857408,,
4451757417900676224,,
4490265300107221120,,
4604994871699042304,,
4774453871513124480,,
4878129301092881792,,
4880809734346898432,,
4936761407183438464,,
4958707182532248320,,
5003799387043532288,,
5089660838466700672,,
5114162183782055808,,
5421743380466922240,,
5671866161068169600,,
5695988033139247232,,
5811647619769596288,,
6039734026992309120,,
6135151050493656576,,
6231651445147160448,,
6525957791275095040,,
6549974355038882048,,
6583376453141468672,,
6600136132787786880,,
6621395675442033024,,
6806583841931324032,,
6846230886902277504,,
108770149850963840,,
109398937358328704,,
177297590010432000,,
318055561063981184,,
452561494257441664,,
643362152203431936,,
876583892897886336,,
990086375154843520,,
1007185498953109504,-25.21421,0.8132042
1035508437448161536,,
1038965306301714688,,
1045447820700347776,,
1047912479093335168,,
1060504494278324352,,
1070484834337690112,-21.045673,4.664434
1079415510157919488,,
1079523846413490944,,
1095610732320077440,,
1107275760416632320,,
1110483967843818368,-45.041817,8.697634
1114786661784483840,,
1135527230656018560,,
1136037713288593280,,
1140483249255153792,,
1197513027605438848,,
1206912885650699776,,
1220369400442691584,,
1246322715284312704,-16.018772,2.1962876
1294338044474206336,,
1296779273819255168,,
1300001804962221952,,
1312076465562892032,-25.014782,0.503763
1329649311371004544,-25.888403,0.95786446
1338751270487780864,,
1339110948229977856,,
1339210252169499264,,
1346973972492393472,,
1353072787397280896,,
1372804386847149312,,
1373395271267000960,,
1386096687860962688,,
1402922587311537536,,
1409151526841476736,12.770189,0.26826057
1435488506818892032,,
1443562770456989184,-2.6230016,0.21284883
1461704299998958720,,
1462734989070729600,,
1481060205773888128,,
1488342546161992960,-17.783756,0.7027965
1490005488779410432,,
1515365582739065984,,
1534719156346938112,2.44032,5.085731
1550428497449541760,-16.548954,2.3220599
1685260130893176960,,
2006522722562443136,,
2032785893536023552,,
2534148146225857792,,
2606306143714259328,,
2685521558449094912,,
2747611254949076480,,
2765679525232054272,,
2838845289551964416,,
2851420816356720512,,
2868315430991202432,,
2909400504029841280,,
2958379692597680384,,
3204384497212064640,,
3613321042271190784,,
3618224181231842048,,
3875681627809320832,,
3879720065297789568,,
4462579666037924352,,
4484422877583065088,,
4660085871757292672,,
4939012317940174592,,
5276369492098490240,21.907028,5.0555806
5670978236708880128,,
5810409397879575168,,
6368260679658544000,,
6571590891080540160,,
6675628876028807296,,
6744214384148139392,,
13666658950925952,6.2624726,3.181058
109225008362641664,-14.678364,6.4989686
129165751245411456,,
137461635195495808,83.29343,0.19974345
140562219330776064,-42.705654,1.387609
145864274855233664,-41.06011,5.604848
722650375224071680,,
765892277759979520,,
1037265938066096256,,
1051073849901639296,-3.2415898,3.3653812
1058701746178720384,2.6744044,2.8666832
1059699656059896448,,
1068437818563485056,,
1085149879910502400,-33.829914,5.0666304
1099587841972454656,,
1101109978382318464,,
1107267655815849856,,
1152081482019765120,,
1154209655493950720,-0.75744987,2.7426605
1165001873221723008,,
1168854802483097856,,
1194759506887853056,-34.685093,9.662155
1196366030817137792,,
1198432184963909632,-7.3909774,4.3879123
1220404172497918336,-41.57627,0.4731603
1222262858248119680,,
1251824607045654016,-13.232984,1.8710849
1252527607292758016,-37.42648,0.650978
1253594610312195072,,
1255767318303808640,,
1273044940945083264,10.17238,6.8704305
1290874346622445952,-24.677952,0.24388354
1292673285085709568,-30.96068,0.46678746
1305736857612179200,13.178048,7.162871
1322796261553157760,20.229265,0.84284693
1340976858117114496,-37.358437,5.4306397
1342071937339096192,,
1361151109780730240,,
1389032456918086272,,
1395772355821507200,,
1401010777109328128,-49.94786,3.2091966
1405943285054899712,,
1409604697430582400,,
1410345355950912384,-29.345352,2.4268944
1416608036743865728,,
1416826770838043776,,
1442213807128785024,,
1445523199689249664,-35.34904,4.010522
1448998000030811648,,
1449643069759305600,-18.698597,0.22209454
1465044066567773312,,
1476787263069871616,,
1481957437325212544,,
1503518452325592832,,
1531060222170543360,35.28582,2.7700453
1610206539469199744,,
1687298556731654016,,
1984940301447089280,,
2005525087579947264,,
2015819230814921344,,
2140241959477555968,,
2191057744793556736,,
2242337519697624064,,
2860945713789595264,,
2933566085983681280,,
2986582822980047360,,
2986648067828412928,,
3095033491688972416,,
3330776309470102272,,
3469463586593677952,,
3724177897687810432,,
4776747972460493696,-48.557804,8.109248
4796343155158067328,,
4810950545089850880,,
5418863480344745344,,
5480824156021802496,,
5591818106806246656,,
5700866879766204672,,
6079204604641296000,,
6385873030572543616,,
6419775062866315648,,
6595010591831090048,,
6661288839222424576,,
6741739108595467904,,
6916559670702513280,,
113652741687846400,4.832546,4.347417
134991066928646656,,
135682968979505792,,
145383410317011584,-32.66606,6.7671256
147065972343343360,12.117756,4.982441
150264795266404224,4.2967067,4.8440948
205755253041851904,,
222632412928320768,,
287533324435468288,,
429122934302666240,,
445943533766183936,,
481711269792340992,,
546779813870902528,,
575425497682892800,,
680132123138972288,,
724971169391932544,,
793443152932517120,,
1011876256075060352,,
1024065824233988608,,
1051943220001785728,,
1052661750850239744,,
1074010242276531072,,
1080426408022545536,,
1083942233889564032,,
1109784227475805312,,
1124218998378241024,-76.73909,1.9509653
1144103971108528640,,
1147462395015347968,,
1149685676246091776,-25.002594,0.5608329
1150037966645470976,,
1191362943672847104,,
1196861635681194112,,
1199860794164654976,,
1221872604639454592,,
1222282653755101696,-26.333776,1.5830079
1238628367274186368,,
1250157609978951168,-16.610285,2.998774
1251120507286937856,,
1261422308468580480,,
1264071757830169088,,
1266120732108636288,25.832344,0.65268874
1278574247481822592,,
1287573097321328512,,
1291971418708765696,-9.533048,4.3108377
1307563898043783552,,
1316246603929803264,,
1317010115972093440,,
1331272907791556864,,
1333073740335543424,,
1334800076670531200,-32.486805,3.283641
1372946876682786688,-3.6299834,3.87105
1383625917726317184,,
1388768539767997824,-19.442259,0.24678767
1408100325005779456,,
1410433346944797440,,
1416660534128609024,,
1417346015204671360,,
1418167865786388480,-25.319895,0.23634714
1424062622501321984,-6.632596,1.4226774
1426043873734653440,,
1449461306742292480,1.9296632,1.2825474
1460124988984147456,,
1460442163729708544,,
1464104190284155392,-2.9859328,2.6561928
1475571271928706816,-26.680027,1.3570457
1480161595536177280,,
1490251706369863552,,
1493912500269764352,,
1510155138870625664,,
1534989253955243136,,
1541323338581798144,,
1552506677505653632,-51.852547,0.16482772
1559433119723967488,,
1600809696487215232,,
1694045224504226560,,
1903802601084170240,,
2090021452346402816,,
2221374505882338560,,
2344901716681998336,,
2373035302953640576,,
2488754366292015872,,
2524953858195956992,,
2769690096973813888,,
2825576555026182912,,
2960141900499580288,,
3037627547225061376,,
3497393935012344704,,
3843303175034188672,,
3874461689592876032,,
3945498180926839680,,
4272898585803862144,,
4706666716212827648,,
4732421363049675008,,
4736234920347421056,,
4757030327366948608,,
5014743380326345216,,
5877522797372878208,,
5941297121775777920,,
6136877318111464832,,
6149270673874454528,,
6545201954883499776,,
6612533847945164672,,
6617558001903578240,,
6639116710507193728,,
6657295962747112960,,
6665910709364013952,,
6752494084665006848,,
106721008069562880,,
114808397128292480,,
123708424063460608,-39.174175,1.5096349
131195445413167744,34.09499,6.333912
138001529765331584,-41.144352,5.1737947
142156137529761792,,
194870229657519488,,
222975769792947328,,
808273262688906752,,
1004393018593456128,51.901093,4.816745
1015082573717077504,-23.287384,0.16459438
1016607355825242624,,
1028058563270612864,,
1039007465700664832,23.261208,0.73424244
1040315369141440640,,
1051984314248781568,,
1062218259242000128,,
1076911960836941184,,
1107408152786353920,28.808863,0.25072914
1115310411573151616,,
1130335650283417984,-10.175137,2.946283
1141249952456686336,,
1150800654053096576,-38.480453,1.4435009
1151981014144408192,7.2335324,2.8423998
1173667536676649856,,
1195613513889411072,,
1203091017591732864,,
1219020265315569408,-32.732925,1.9579873
1236565893912865280,13.0679655,0.3680689
1245342436244495104,,
1271096675060379264,16.8764,1.7250077
1271395192471239936,,
1292344080135550976,,
1318863961295382144,,
1333112699986495616,,
1335069349644558592,,
1348542833851449728,,
1355668085810699776,,
1359683875937127936,,
1369123153197344640,,
1385719353505367296,,
1393973662173379840,,
1396664923040871040,7.421169,0.26295918
1402147706492229376,-43.41436,0.20093647
1411226580161084160,-58.941196,0.22230041
1436260089103294336,,
1443474603368456448,,
1457654416420554880,,
1471226517371945728,,
1523402226760424576,-23.27756,0.53511745
1528722591728739840,,
1530297161099901184,,
1534584977272911104,,
1551858511106343296,,
1554117496400948480,-21.220171,2.2670658
1555859393399615616,,
1560042798921428224,-4.91514,4.188803
1560635401328997504,,
1619170338079256448,,
1666312586314058240,,
1693373388539695872,,
1698843531903907200,,
1738310016454817792,,
1913380756112509568,,
1968603246592851328,,
2001699543019952000,,
2096792657267937792,,
2251989896054899200,,
2656542447738589312,,
2664559502411588096,,
2973561134976187776,,
2975206760284154496,,
3196672758877004544,,
3226758558108969856,,
3267349950427090688,,
3275575607366605696,,
3414955164503606784,-44.367916,5.3969355
3466916778361936000,,
3587643189452218112,,
3810872190514049152,,
3944336581250476544,,
3969904001874285696,,
4397427730875910912,,
4615559602188919552,,
4744980843855237632,,
4955182182615012352,,
5213864244626351360,,
5648232601010666496,,
5683203156742597888,,
5717278911884264576,,
5822665452155660160,,
5935177167045801472,,
6374994084569918592,,
6558603214923217152,,
6584194485495935744,,
6594985852818988800,,
6791030390959945856,,
6810366913546640768,,
131742005771554048,,
131981703602215808,-20.238956,0.13474216
135800028311902080,,
136137513957372288,-28.607244,0.6738529
313031961155965824,,
952549391780349952,,
1002144104996620928,,
1005552316165903744,,
1012581081684318848,10.602252,2.7053084
1015135139820290944,,
1028597564486430848,,
1035591759813951360,,
1039078933956678528,-42.193172,4.3748813
1056022579939063808,81.12384,4.871564
1067716607655571712,22.461946,0.5318934
1072303873245312384,,
1073540342790099328,9.8873,0.2729228
1077964262185211520,2.369838,5.969583
1084033188411723264,,
1094575477700605312,-87.194626,1.3007884
1102199388247780352,,
1103650292622702976,,
1113601804861620864,,
1118618051786473728,-30.388628,1.9750931
1119550643805135744,,
1146827942446396800,,
1151664079916824320,,
1165732331195341056,-43.945053,1.5062574
1178773466812889088,,
1182809189883478272,,
1195713436307176832,20.855679,1.5900943
1216919820149492736,,
1218784316992157952,,
1222238084876440960,,
1227146064264661760,,
1234695452835291776,,
1238702141926322560,1.1374549,6.7514963
1240292890438766208,,
1246239294135248512,-15.034843,5.611742
1254446839198618624,,
1276054677930790272,-12.935637,0.81120235
1284797139696400128,,
1296865585482140928,55.696907,5.265123
1308982822096117504,,
1317726997553902208,,
1326276903050063616,,
1329841622826376832,-3.5963886,0.88265526
1332138536976820096,,
1351832920534089216,-20.673729,1.773467
1360094169868916224,-27.922752,0.17901132
1373924033281164160,,
1380211521805030400,,
1381311754987369728,-5.9968677,5.633538
1383967350446158464,,
1384735256238939392,1.6030203,0.8544055
1387375385520404992,,
1410066006982897664,,
1417788087598226304,2.9502506,1.326739
1418097046070005760,,
1436853275626693248,,
1452833710767351424,-10.405107,0.531136
1454803966884949632,,
1473770821638669440,,
1478484737227019520,-9.252557,0.32972497
1488917620807053696,,
1505603779206551936,-19.47851,1.9104606
1526312393521504384,,
1532756940408129664,55.9145,2.6982222
1533956846896223232,,
1579492163182730496,,
1791469788746014080,,
2250878526020538752,,
2656310931820120832,,
2944664423209683200,,
2998184865382113792,,
3004346257963119872,,
3070535066952907648,,
3089874754930361216,,
3274353976933395584,,
3332449491287790336,,
3398293092283113984,,
3402081700114151040,,
3436023658421704320,,
3697155952032515712,,
4218442527954172416,,
4435544015140284800,,
4574942916808430336,,
4672884771205637760,,
4693962340390050944,,
4909733354083627392,,
4978169362977390848,,
5188757622457411072,,
5488992599704648320,,
5676394495412297344,,
5823019975908145664,,
6005477844572793984,,
6015821504503981696,,
6200444762530613376,,
6677847862292179328,,
6687814179283466368,,
21213809843171200,,
109247891948391424,,
119363502004249600,,
129439770158797696,43.00646,8.211297
812332487820048896,,
913154061955163008,,
1004232107642238208,,
1011834272771043712,31.954573,1.9582665
1015215752063651200,,
1015757600840959488,,
1021853641197991040,-17.63553,1.9844148
1047952817426181376,,
1055879299830210432,,
